Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:16.844,0:21:20  ,0:15:05  ,44.0,--,--,96,12.0,49
1.1,BREASTSTROKE,1,25.0,00:00:36.562,0:24:24  ,0:24:24  ,51.0,--,--,14,--,--
1.2,BREASTSTROKE,1,25.0,00:00:35.187,0:23:28  ,0:23:28  ,49.0,--,--,14,--,--
1.3,FREESTYLE,1,25.0,00:00:30.00,0:20:00  ,0:20:00  ,39.0,--,--,9,--,--
1.4,FREESTYLE,1,25.0,00:00:37.125,0:24:45  ,0:24:45  ,49.0,--,--,12,--,--
1.5,BREASTSTROKE,1,25.0,00:00:25.750,0:17:10  ,0:17:10  ,38.0,--,--,12,--,--
1.6,BREASTSTROKE,1,25.0,00:00:38.875,0:25:55  ,0:25:55  ,57.0,--,--,18,--,--
1.7,FREESTYLE,1,25.0,00:00:22.625,0:15:05  ,0:15:05  ,30.0,--,--,7,--,--
1.8,FREESTYLE,1,25.0,00:00:30.00,0:20:00  ,0:20:00  ,40.0,--,--,10,--,--
REST,,,0.0,00:01:30.55,--,--,0.0,--,--,--,8.727272727272727,--
2,DRILL,4,100.0,00:03:02.258,--,--,0.0,--,--,--,8.076923076923077,--
2.1,DRILL,1,25.0,00:00:45.564,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:45.564,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:45.564,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:45.564,--,--,--,--,--,0,--,--
REST,,,0.0,00:01:05.992,--,--,0.0,--,--,--,8.076923076923077,--
3,MIXED,16,400.0,00:07:54.719,0:19:46  ,0:13:35  ,41.0,--,--,182,11.0,98
3.1,FREESTYLE,1,25.0,00:00:30.562,0:20:22  ,0:20:22  ,40.0,--,--,9,--,--
3.2,FREESTYLE,1,25.0,00:00:23.437,0:15:38  ,0:15:38  ,31.0,--,--,8,--,--
3.3,FREESTYLE,1,25.0,00:00:33.750,0:22:31  ,0:22:31  ,45.0,--,--,11,--,--
3.4,FREESTYLE,1,25.0,00:00:26.937,0:17:57  ,0:17:57  ,36.0,--,--,9,--,--
3.5,BREASTSTROKE,1,25.0,00:00:25.125,0:16:45  ,0:16:45  ,37.0,--,--,12,--,--
3.6,BREASTSTROKE,1,25.0,00:00:35.562,0:23:44  ,0:23:44  ,51.0,--,--,15,--,--
3.7,BREASTSTROKE,1,25.0,00:00:25.00,0:16:40  ,0:16:40  ,36.0,--,--,11,--,--
3.8,BREASTSTROKE,1,25.0,00:00:34.750,0:23:10  ,0:23:10  ,50.0,--,--,15,--,--
3.9,BACKSTROKE,1,25.0,00:00:33.62,0:22:02  ,0:22:02  ,46.0,--,--,13,--,--
3.10,BACKSTROKE,1,25.0,00:00:34.125,0:22:46  ,0:22:46  ,47.0,--,--,13,--,--
