Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:11.531,0:20:56  ,0:14:45  ,43.0,--,--,96,12.0,50
1.1,BREASTSTROKE,1,25.0,00:00:36.00,0:24:00  ,0:24:00  ,50.0,--,--,14,--,--
1.2,BREASTSTROKE,1,25.0,00:00:32.686,0:21:48  ,0:21:48  ,46.0,--,--,13,--,--
1.3,FREESTYLE,1,25.0,00:00:38.500,0:25:40  ,0:25:40  ,52.0,--,--,13,--,--
1.4,FREESTYLE,1,25.0,00:00:37.62,0:24:43  ,0:24:43  ,49.0,--,--,12,--,--
1.5,BREASTSTROKE,1,25.0,00:00:22.125,0:14:45  ,0:14:45  ,33.0,--,--,11,--,--
1.6,BREASTSTROKE,1,25.0,00:00:31.125,0:20:45  ,0:20:45  ,45.0,--,--,14,--,--
1.7,FREESTYLE,1,25.0,00:00:29.187,0:19:28  ,0:19:28  ,39.0,--,--,10,--,--
1.8,FREESTYLE,1,25.0,00:00:24.562,0:16:23  ,0:16:23  ,34.0,--,--,9,--,--
REST,,,0.0,00:00:26.188,--,--,0.0,--,--,--,8.727272727272727,--
2,DRILL,4,100.0,00:03:23.703,--,--,0.0,--,--,--,8.23076923076923,--
2.1,DRILL,1,25.0,00:00:50.925,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:50.925,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:50.925,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:50.925,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:40.734,--,--,0.0,--,--,--,8.23076923076923,--
3,FREESTYLE,8,200.0,00:03:33.227,0:17:46  ,0:15:50  ,36.0,--,--,80,10.0,40
3.1,FREESTYLE,1,25.0,00:00:30.312,0:20:13  ,0:20:13  ,41.0,--,--,11,--,--
3.2,FREESTYLE,1,25.0,00:00:23.750,0:15:50  ,0:15:50  ,32.0,--,--,8,--,--
3.3,FREESTYLE,1,25.0,00:00:26.875,0:17:55  ,0:17:55  ,36.0,--,--,9,--,--
3.4,FREESTYLE,1,25.0,00:00:29.187,0:19:28  ,0:19:28  ,41.0,--,--,12,--,--
3.5,FREESTYLE,1,25.0,00:00:24.562,0:16:23  ,0:16:23  ,34.0,--,--,9,--,--
3.6,FREESTYLE,1,25.0,00:00:26.437,0:17:38  ,0:17:38  ,36.0,--,--,10,--,--
3.7,FREESTYLE,1,25.0,00:00:28.375,0:18:55  ,0:18:55  ,40.0,--,--,12,--,--
3.8,FREESTYLE,1,25.0,00:00:23.750,0:15:50  ,0:15:50  ,33.0,--,--,9,--,--
REST,,,0.0,00:00:26.148,--,--,0.0,--,--,--,7.6521739130434785,--
4,DRILL,4,100.0,00:03:12.703,--,--,0.0,--,--,--,7.48,--
4.1,DRILL,1,25.0,00:00:48.175,--,--,--,--,--,0,--,--
4.2,DRILL,1,25.0,00:00:48.175,--,--,--,--,--,0,--,--
4.3,DRILL,1,25.0,00:00:48.175,--,--,--,--,--,0,--,--
4.4,DRILL,1,25.0,00:00:48.175,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:25.297,--,--,0.0,--,--,--,7.48,--
5,FREESTYLE,8,200.0,00:03:36.109,0:18:01  ,0:14:45  ,37.0,--,--,80,10.0,40
5.1,FREESTYLE,1,25.0,00:00:29.562,0:19:43  ,0:19:43  ,41.0,--,--,11,--,--
5.2,FREESTYLE,1,25.0,00:00:22.187,0:14:48  ,0:14:48  ,30.0,--,--,8,--,--
5.3,FREESTYLE,1,25.0,00:00:31.437,0:20:57  ,0:20:57  ,43.0,--,--,12,--,--
5.4,FREESTYLE,1,25.0,00:00:27.687,0:18:28  ,0:18:28  ,38.0,--,--,10,--,--
5.5,FREESTYLE,1,25.0,00:00:22.125,0:14:45  ,0:14:45  ,30.0,--,--,8,--,--
5.6,FREESTYLE,1,25.0,00:00:29.937,0:19:57  ,0:19:57  ,42.0,--,--,12,--,--
5.7,FREESTYLE,1,25.0,00:00:27.00,0:18:01  ,0:18:01  ,37.0,--,--,10,--,--
5.8,FREESTYLE,1,25.0,00:00:26.187,0:17:28  ,0:17:28  ,35.0,--,--,9,--,--
REST,,,0.0,00:01:17.328,--,--,0.0,--,--,--,7.314285714285714,--
