Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:27.938,0:22:18  ,0:16:35  ,45.0,--,--,98,12.0,49
1.1,BREASTSTROKE,1,25.0,00:00:35.312,0:23:34  ,0:23:34  ,49.0,--,--,14,--,--
1.2,BREASTSTROKE,1,25.0,00:00:40.62,0:26:42  ,0:26:42  ,56.0,--,--,16,--,--
1.3,FREESTYLE,1,25.0,00:00:24.875,0:16:35  ,0:16:35  ,33.0,--,--,8,--,--
1.4,FREESTYLE,1,25.0,00:00:37.125,0:24:45  ,0:24:45  ,50.0,--,--,13,--,--
1.5,BREASTSTROKE,1,25.0,00:00:28.875,0:19:16  ,0:19:16  ,41.0,--,--,12,--,--
1.6,BREASTSTROKE,1,25.0,00:00:42.812,0:28:35  ,0:28:35  ,61.0,--,--,18,--,--
1.7,FREESTYLE,1,25.0,00:00:24.875,0:16:35  ,0:16:35  ,32.0,--,--,7,--,--
1.8,FREESTYLE,1,25.0,00:00:33.750,0:22:31  ,0:22:31  ,44.0,--,--,10,--,--
REST,,,0.0,00:00:21.391,--,--,0.0,--,--,--,8.909090909090908,--
2,DRILL,4,100.0,00:02:59.852,--,--,0.0,--,--,--,8.615384615384615,--
2.1,DRILL,1,25.0,00:00:44.963,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:44.963,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:44.963,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:44.963,--,--,--,--,--,0,--,--
REST,,,0.0,00:01:29.961,--,--,0.0,--,--,--,8.615384615384615,--
3,MIXED,20,500.0,00:10:21.406,0:20:42  ,0:17:00  ,44.0,--,--,259,12.0,128
3.1,BREASTSTROKE,1,25.0,00:00:29.562,0:19:43  ,0:19:43  ,44.0,--,--,14,--,--
3.2,BREASTSTROKE,1,25.0,00:00:34.562,0:23:03  ,0:23:03  ,50.0,--,--,15,--,--
3.3,BREASTSTROKE,1,25.0,00:00:35.187,0:23:28  ,0:23:28  ,50.0,--,--,15,--,--
3.4,BREASTSTROKE,1,25.0,00:00:31.250,0:20:49  ,0:20:49  ,45.0,--,--,14,--,--
3.5,FREESTYLE,1,25.0,00:00:30.562,0:20:22  ,0:20:22  ,41.0,--,--,10,--,--
3.6,FREESTYLE,1,25.0,00:00:28.500,0:19:00  ,0:19:00  ,38.0,--,--,9,--,--
