Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:20.648,0:21:42  ,0:18:52  ,44.0,--,--,97,12.0,48
1.1,BREASTSTROKE,1,25.0,00:00:33.625,0:22:25  ,0:22:25  ,46.0,--,--,12,--,--
1.2,BREASTSTROKE,1,25.0,00:00:34.625,0:23:05  ,0:23:05  ,50.0,--,--,15,--,--
1.3,FREESTYLE,1,25.0,00:00:32.250,0:21:30  ,0:21:30  ,43.0,--,--,11,--,--
1.4,FREESTYLE,1,25.0,00:00:28.312,0:18:52  ,0:18:52  ,37.0,--,--,9,--,--
1.5,BREASTSTROKE,1,25.0,00:00:34.375,0:22:55  ,0:22:55  ,48.0,--,--,14,--,--
1.6,BREASTSTROKE,1,25.0,00:00:33.875,0:22:35  ,0:22:35  ,49.0,--,--,15,--,--
1.7,FREESTYLE,1,25.0,00:00:33.187,0:22:08  ,0:22:08  ,44.0,--,--,11,--,--
1.8,FREESTYLE,1,25.0,00:00:30.125,0:20:06  ,0:20:06  ,40.0,--,--,10,--,--
REST,,,0.0,00:00:06.313,--,--,0.0,--,--,--,8.818181818181818,--
REST,,,0.0,00:00:12.875,--,--,0.0,--,--,--,8.818181818181818,--
2,DRILL,4,100.0,00:02:43.680,--,--,0.0,--,--,--,8.153846153846153,--
2.1,DRILL,1,25.0,00:00:40.920,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:40.920,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:40.920,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:40.920,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:34.195,--,--,0.0,--,--,--,8.153846153846153,--
3,MIXED,20,500.0,00:11:09.320,0:22:18  ,0:18:08  ,46.0,--,--,258,12.0,124
3.1,FREESTYLE,1,25.0,00:00:27.187,0:18:08  ,0:18:08  ,36.0,--,--,9,--,--
3.2,FREESTYLE,1,25.0,00:00:28.687,0:19:08  ,0:19:08  ,39.0,--,--,10,--,--
3.3,FREESTYLE,1,25.0,00:00:28.625,0:19:05  ,0:19:05  ,39.0,--,--,10,--,--
3.4,FREESTYLE,1,25.0,00:00:32.125,0:21:25  ,0:21:25  ,44.0,--,--,12,--,--
3.5,BREASTSTROKE,1,25.0,00:00:29.375,0:19:35  ,0:19:35  ,43.0,--,--,14,--,--
3.6,BREASTSTROKE,1,25.0,00:00:34.937,0:23:18  ,0:23:18  ,51.0,--,--,16,--,--
3.7,BREASTSTROKE,1,25.0,00:00:36.812,0:24:32  ,0:24:32  ,52.0,--,--,15,--,--
3.8,BREASTSTROKE,1,25.0,00:00:36.687,0:24:28  ,0:24:28  ,53.0,--,--,16,--,--
3.9,BACKSTROKE,1,25.0,00:00:32.250,0:21:30  ,0:21:30  ,44.0,--,--,12,--,--
3.10,BREASTSTROKE,1,25.0,00:00:41.562,0:27:43  ,0:27:43  ,55.0,--,--,13,--,--
3.11,BREASTSTROKE,1,25.0,00:00:38.125,0:25:26  ,0:25:26  ,51.0,--,--,13,--,--
3.12,BREASTSTROKE,1,25.0,00:00:37.937,0:25:19  ,0:25:19  ,51.0,--,--,13,--,--
3.13,BREASTSTROKE,1,25.0,00:00:35.00,0:23:20  ,0:23:20  ,51.0,--,--,16,--,--
3.14,BREASTSTROKE,1,25.0,00:00:35.00,0:23:20  ,0:23:20  ,51.0,--,--,16,--,--
3.15,BREASTSTROKE,1,25.0,00:00:35.437,0:23:38  ,0:23:38  ,51.0,--,--,16,--,--
3.16,BREASTSTROKE,1,25.0,00:00:34.687,0:23:08  ,0:23:08  ,51.0,--,--,16,--,--
3.17,FREESTYLE,1,25.0,00:00:30.312,0:20:13  ,0:20:13  ,40.0,--,--,10,--,--
3.18,FREESTYLE,1,25.0,00:00:30.937,0:20:37  ,0:20:37  ,41.0,--,--,10,--,--
3.19,FREESTYLE,1,25.0,00:00:30.500,0:20:21  ,0:20:21  ,41.0,--,--,10,--,--
3.20,FREESTYLE,1,25.0,00:00:33.187,0:22:08  ,0:22:08  ,44.0,--,--,11,--,--
REST,,,0.0,00:00:45.805,--,--,0.0,--,--,--,11.06060606060606,--
4,MIXED,8,200.0,00:04:26.86,0:22:09  ,0:18:26  ,46.0,--,--,105,13.0,48
4.1,FREESTYLE,1,25.0,00:00:27.625,0:18:26  ,0:18:26  ,38.0,--,--,10,--,--
4.2,FREESTYLE,1,25.0,00:00:28.312,0:18:52  ,0:18:52  ,38.0,--,--,10,--,--
4.3,BREASTSTROKE,1,25.0,00:00:32.311,0:21:33  ,0:21:33  ,47.0,--,--,15,--,--
4.4,BREASTSTROKE,1,25.0,00:00:33.125,0:22:06  ,0:22:06  ,49.0,--,--,16,--,--
4.5,FREESTYLE,1,25.0,00:00:35.62,0:23:22  ,0:23:22  ,47.0,--,--,12,--,--
4.6,FREESTYLE,1,25.0,00:00:35.562,0:23:44  ,0:23:44  ,48.0,--,--,12,--,--
4.7,BREASTSTROKE,1,25.0,00:00:33.687,0:22:27  ,0:22:27  ,48.0,--,--,14,--,--
4.8,BREASTSTROKE,1,25.0,00:00:40.375,0:26:55  ,0:26:55  ,56.0,--,--,16,--,--
Summary,,40,1000.0,00:24:19.70,0:22:08  ,0:18:08  ,46.0,--,--,460,12.699999809265137,220
