Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:13.398,0:21:05  ,0:17:32  ,43.0,--,--,94,11.0,49
1.1,BREASTSTROKE,1,25.0,00:00:34.187,0:22:47  ,0:22:47  ,48.0,--,--,14,--,--
1.2,BREASTSTROKE,1,25.0,00:00:33.125,0:22:06  ,0:22:06  ,46.0,--,--,13,--,--
1.3,FREESTYLE,1,25.0,00:00:34.375,0:22:55  ,0:22:55  ,46.0,--,--,12,--,--
1.4,FREESTYLE,1,25.0,00:00:32.937,0:21:57  ,0:21:57  ,43.0,--,--,10,--,--
1.5,BREASTSTROKE,1,25.0,00:00:26.312,0:17:32  ,0:17:32  ,38.0,--,--,12,--,--
1.6,BREASTSTROKE,1,25.0,00:00:31.937,0:21:18  ,0:21:18  ,45.0,--,--,13,--,--
1.7,FREESTYLE,1,25.0,00:00:30.937,0:20:37  ,0:20:37  ,42.0,--,--,11,--,--
1.8,FREESTYLE,1,25.0,00:00:29.250,0:19:30  ,0:19:30  ,38.0,--,--,9,--,--
REST,,,0.0,00:00:14.742,--,--,0.0,--,--,--,8.545454545454545,--
2,DRILL,4,100.0,00:03:26.898,--,--,0.0,--,--,--,7.923076923076923,--
2.1,DRILL,1,25.0,00:00:51.724,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:51.724,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:51.724,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:51.724,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:45.727,--,--,0.0,--,--,--,7.923076923076923,--
3,MIXED,16,400.0,00:07:40.172,0:19:10  ,0:14:17  ,39.0,--,--,173,10.0,98
3.1,FREESTYLE,1,25.0,00:00:29.312,0:19:33  ,0:19:33  ,38.0,--,--,9,--,--
3.2,FREESTYLE,1,25.0,00:00:26.562,0:17:42  ,0:17:42  ,36.0,--,--,9,--,--
3.3,FREESTYLE,1,25.0,00:00:23.875,0:15:55  ,0:15:55  ,33.0,--,--,9,--,--
3.4,FREESTYLE,1,25.0,00:00:29.00,0:19:20  ,0:19:20  ,39.0,--,--,10,--,--
3.5,BREASTSTROKE,1,25.0,00:00:21.437,0:14:17  ,0:14:17  ,31.0,--,--,10,--,--
3.6,BREASTSTROKE,1,25.0,00:00:28.250,0:18:51  ,0:18:51  ,37.0,--,--,9,--,--
3.7,BREASTSTROKE,1,25.0,00:00:30.125,0:20:06  ,0:20:06  ,44.0,--,--,14,--,--
3.8,BREASTSTROKE,1,25.0,00:00:33.187,0:22:08  ,0:22:08  ,48.0,--,--,15,--,--
3.9,BACKSTROKE,1,25.0,00:00:28.875,0:19:16  ,0:19:16  ,41.0,--,--,12,--,--
3.10,BACKSTROKE,1,25.0,00:00:32.750,0:21:50  ,0:21:50  ,46.0,--,--,13,--,--
3.11,BACKSTROKE,1,25.0,00:00:34.562,0:23:03  ,0:23:03  ,48.0,--,--,13,--,--
3.12,BACKSTROKE,1,25.0,00:00:35.312,0:23:34  ,0:23:34  ,49.0,--,--,14,--,--
3.13,FREESTYLE,1,25.0,00:00:26.875,0:17:55  ,0:17:55  ,36.0,--,--,9,--,--
3.14,FREESTYLE,1,25.0,00:00:25.562,0:17:02  ,0:17:02  ,35.0,--,--,9,--,--
3.15,FREESTYLE,1,25.0,00:00:26.812,0:17:52  ,0:17:52  ,36.0,--,--,9,--,--
3.16,FREESTYLE,1,25.0,00:00:27.687,0:18:28  ,0:18:28  ,37.0,--,--,9,--,--
REST,,,0.0,00:01:04.203,--,--,0.0,--,--,--,8.612903225806452,--
4,DRILL,4,100.0,00:03:25.367,--,--,0.0,--,--,--,8.363636363636363,--
4.1,DRILL,1,25.0,00:00:51.341,--,--,--,--,--,0,--,--
4.2,DRILL,1,25.0,00:00:51.341,--,--,--,--,--,0,--,--
4.3,DRILL,1,25.0,00:00:51.341,--,--,--,--,--,0,--,--
4.4,DRILL,1,25.0,00:00:51.341,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:45.883,--,--,0.0,--,--,--,8.363636363636363,--
5,FREESTYLE,4,100.0,00:01:37.31,0:16:10  ,0:14:15  ,34.0,--,--,40,10.0,20
5.1,FREESTYLE,1,25.0,00:00:23.625,0:15:45  ,0:15:45  ,33.0,--,--,9,--,--
5.2,FREESTYLE,1,25.0,00:00:29.250,0:19:30  ,0:19:30  ,41.0,--,--,12,--,--
5.3,FREESTYLE,1,25.0,00:00:22.812,0:15:13  ,0:15:13  ,33.0,--,--,10,--,--
5.4,FREESTYLE,1,25.0,00:00:21.375,0:14:15  ,0:14:15  ,30.0,--,--,9,--,--
REST,,,0.0,00:00:29.844,--,--,0.0,--,--,--,8.702702702702704,--
6,BREASTSTROKE,4,100.0,00:02:22.313,0:23:42  ,0:21:18  ,50.0,--,--,60,15.0,28
6.1,BREASTSTROKE,1,25.0,00:00:31.937,0:21:18  ,0:21:18  ,47.0,--,--,15,--,--
6.2,BREASTSTROKE,1,25.0,00:00:33.437,0:22:18  ,0:22:18  ,49.0,--,--,16,--,--
6.3,BREASTSTROKE,1,25.0,00:00:34.187,0:22:47  ,0:22:47  ,48.0,--,--,14,--,--
6.4,BREASTSTROKE,1,25.0,00:00:42.750,0:28:32  ,0:28:32  ,58.0,--,--,15,--,--
Summary,,40,1000.0,00:26:05.898,0:19:50  ,0:14:15  ,41.0,--,--,367,11.399999618530273,195
