Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:28.39,0:22:18  ,0:15:18  ,45.0,--,--,97,12.0,48
1.1,FREESTYLE,1,25.0,00:00:37.500,0:25:01  ,0:25:01  ,49.0,--,--,11,--,--
1.2,FREESTYLE,1,25.0,00:00:35.750,0:23:50  ,0:23:50  ,46.0,--,--,10,--,--
1.3,FREESTYLE,1,25.0,00:00:26.437,0:17:38  ,0:17:38  ,36.0,--,--,10,--,--
1.4,FREESTYLE,1,25.0,00:00:22.937,0:15:18  ,0:15:18  ,30.0,--,--,7,--,--
1.5,BREASTSTROKE,1,25.0,00:00:34.62,0:22:44  ,0:22:44  ,49.0,--,--,15,--,--
1.6,BREASTSTROKE,1,25.0,00:00:38.625,0:25:45  ,0:25:45  ,55.0,--,--,16,--,--
1.7,BREASTSTROKE,1,25.0,00:00:36.187,0:24:09  ,0:24:09  ,51.0,--,--,15,--,--
1.8,BREASTSTROKE,1,25.0,00:00:36.187,0:24:09  ,0:24:09  ,49.0,--,--,13,--,--
REST,,,0.0,00:01:00.609,--,--,0.0,--,--,--,10.777777777777779,--
2,DRILL,2,50.0,00:01:31.47,--,--,0.0,--,--,--,8.818181818181818,--
2.1,DRILL,1,25.0,00:00:45.523,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:45.523,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:11.328,--,--,0.0,--,--,--,8.818181818181818,--
3,DRILL,2,50.0,00:01:30.977,--,--,0.0,--,--,--,7.461538461538462,--
3.1,DRILL,1,25.0,00:00:45.488,--,--,--,--,--,0,--,--
3.2,DRILL,1,25.0,00:00:45.488,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:27.711,--,--,0.0,--,--,--,7.461538461538462,--
4,DRILL,2,50.0,00:01:23.31,--,--,0.0,--,--,--,6.466666666666667,--
4.1,DRILL,1,25.0,00:00:41.515,--,--,--,--,--,0,--,--
4.2,DRILL,1,25.0,00:00:41.515,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:23.156,--,--,0.0,--,--,--,6.466666666666667,--
5,DRILL,2,50.0,00:01:22.672,--,--,0.0,--,--,--,5.705882352941177,--
5.1,DRILL,1,25.0,00:00:41.336,--,--,--,--,--,0,--,--
5.2,DRILL,1,25.0,00:00:41.336,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:09.578,--,--,0.0,--,--,--,5.705882352941177,--
6,DRILL,2,50.0,00:01:47.00,--,--,0.0,--,--,--,5.105263157894737,--
6.1,DRILL,1,25.0,00:00:53.500,--,--,--,--,--,0,--,--
6.2,DRILL,1,25.0,00:00:53.500,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:11.313,--,--,0.0,--,--,--,5.105263157894737,--
7,DRILL,2,50.0,00:01:41.945,--,--,0.0,--,--,--,4.619047619047619,--
7.1,DRILL,1,25.0,00:00:50.972,--,--,--,--,--,0,--,--
7.2,DRILL,1,25.0,00:00:50.972,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:15.617,--,--,0.0,--,--,--,4.619047619047619,--
8,DRILL,2,50.0,00:01:15.195,--,--,0.0,--,--,--,4.217391304347826,--
8.1,DRILL,1,25.0,00:00:37.597,--,--,--,--,--,0,--,--
8.2,DRILL,1,25.0,00:00:37.597,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:05.992,--,--,0.0,--,--,--,4.217391304347826,--
9,DRILL,2,50.0,00:01:10.414,--,--,0.0,--,--,--,4.24,--
9.1,DRILL,1,25.0,00:00:35.207,--,--,--,--,--,0,--,--
9.2,DRILL,1,25.0,00:00:35.207,--,--,--,--,--,0,--,--
REST,,,0.0,00:01:20.211,--,--,0.0,--,--,--,4.24,--
10,FREESTYLE,4,100.0,00:01:33.266,0:15:32  ,0:11:07  ,32.0,--,--,36,9.0,20
10.1,FREESTYLE,1,25.0,00:00:22.562,0:15:02  ,0:15:02  ,32.0,--,--,9,--,--
