Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,9,225.0,00:04:25.852,0:19:39  ,0:09:57  ,40.0,--,--,98,10.0,58
1.1,BREASTSTROKE,1,25.0,00:00:21.125,0:14:05  ,0:14:05  ,28.0,--,--,7,--,--
1.2,BREASTSTROKE,1,25.0,00:00:14.937,0:09:57  ,0:09:57  ,21.0,--,--,6,--,--
1.3,BREASTSTROKE,1,25.0,00:00:35.875,0:23:56  ,0:23:56  ,52.0,--,--,16,--,--
1.4,BREASTSTROKE,1,25.0,00:00:34.937,0:23:18  ,0:23:18  ,50.0,--,--,15,--,--
1.5,BREASTSTROKE,1,25.0,00:00:39.562,0:26:24  ,0:26:24  ,57.0,--,--,17,--,--
1.6,FREESTYLE,1,25.0,00:00:26.00,0:17:20  ,0:17:20  ,34.0,--,--,8,--,--
1.7,FREESTYLE,1,25.0,00:00:32.500,0:21:40  ,0:21:40  ,43.0,--,--,10,--,--
1.8,FREESTYLE,1,25.0,00:00:28.625,0:19:05  ,0:19:05  ,38.0,--,--,9,--,--
1.9,FREESTYLE,1,25.0,00:00:31.812,0:21:13  ,0:21:13  ,42.0,--,--,10,--,--
REST,,,0.0,00:01:05.719,--,--,0.0,--,--,--,8.166666666666666,--
2,DRILL,4,100.0,00:03:00.820,--,--,0.0,--,--,--,7.714285714285714,--
2.1,DRILL,1,25.0,00:00:45.205,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:45.205,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:45.205,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:45.205,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:29.930,--,--,0.0,--,--,--,7.714285714285714,--
3,MIXED,20,500.0,00:11:01.180,0:22:02  ,0:15:53  ,46.0,--,--,266,13.0,124
3.1,FREESTYLE,1,25.0,00:00:30.687,0:20:28  ,0:20:28  ,41.0,--,--,10,--,--
3.2,FREESTYLE,1,25.0,00:00:29.625,0:19:46  ,0:19:46  ,41.0,--,--,11,--,--
3.3,FREESTYLE,1,25.0,00:00:23.812,0:15:53  ,0:15:53  ,33.0,--,--,9,--,--
3.4,FREESTYLE,1,25.0,00:00:30.937,0:20:37  ,0:20:37  ,42.0,--,--,11,--,--
3.5,BREASTSTROKE,1,25.0,00:00:32.686,0:21:48  ,0:21:48  ,48.0,--,--,15,--,--
3.6,BREASTSTROKE,1,25.0,00:00:33.250,0:22:11  ,0:22:11  ,49.0,--,--,16,--,--
3.7,BREASTSTROKE,1,25.0,00:00:33.750,0:22:31  ,0:22:31  ,50.0,--,--,16,--,--
3.8,BREASTSTROKE,1,25.0,00:00:36.875,0:24:37  ,0:24:37  ,55.0,--,--,18,--,--
3.9,BACKSTROKE,1,25.0,00:00:35.625,0:23:46  ,0:23:46  ,49.0,--,--,13,--,--
3.10,BACKSTROKE,1,25.0,00:00:36.125,0:24:05  ,0:24:05  ,48.0,--,--,12,--,--
3.11,BACKSTROKE,1,25.0,00:00:35.750,0:23:50  ,0:23:50  ,48.0,--,--,12,--,--
3.12,BREASTSTROKE,1,25.0,00:00:36.437,0:24:17  ,0:24:17  ,49.0,--,--,13,--,--
3.13,BREASTSTROKE,1,25.0,00:00:36.687,0:24:28  ,0:24:28  ,54.0,--,--,17,--,--
3.14,BREASTSTROKE,1,25.0,00:00:32.561,0:21:43  ,0:21:43  ,49.0,--,--,16,--,--
3.15,BREASTSTROKE,1,25.0,00:00:35.687,0:23:48  ,0:23:48  ,53.0,--,--,17,--,--
3.16,BREASTSTROKE,1,25.0,00:00:40.125,0:26:45  ,0:26:45  ,58.0,--,--,18,--,--
3.17,FREESTYLE,1,25.0,00:00:28.187,0:18:48  ,0:18:48  ,38.0,--,--,10,--,--
3.18,FREESTYLE,1,25.0,00:00:30.375,0:20:15  ,0:20:15  ,41.0,--,--,11,--,--
3.19,FREESTYLE,1,25.0,00:00:33.750,0:22:31  ,0:22:31  ,46.0,--,--,12,--,--
3.20,FREESTYLE,1,25.0,00:00:28.312,0:18:52  ,0:18:52  ,37.0,--,--,9,--,--
REST,,,0.0,00:00:53.445,--,--,0.0,--,--,--,10.11111111111111,--
4,DRILL,4,100.0,00:02:45.742,--,--,0.0,--,--,--,9.868421052631579,--
4.1,DRILL,1,25.0,00:00:41.435,--,--,--,--,--,0,--,--
4.2,DRILL,1,25.0,00:00:41.435,--,--,--,--,--,0,--,--
4.3,DRILL,1,25.0,00:00:41.435,--,--,--,--,--,0,--,--
4.4,DRILL,1,25.0,00:00:41.435,--,--,--,--,--,0,--,--
REST,,,0.0,00:02:05.133,--,--,0.0,--,--,--,9.868421052631579,--
5,FREESTYLE,8,200.0,00:03:50.398,0:19:12  ,0:17:00  ,39.0,--,--,84,10.0,40
5.1,FREESTYLE,1,25.0,00:00:30.125,0:20:06  ,0:20:06  ,41.0,--,--,11,--,--
5.2,FREESTYLE,1,25.0,00:00:25.500,0:17:00  ,0:17:00  ,35.0,--,--,9,--,--
