Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,FREESTYLE,10,250.0,00:05:26.898,0:21:45  ,0:17:50  ,42.0,--,--,102,10.0,50
1.1,FREESTYLE,1,25.0,00:00:35.312,0:23:34  ,0:23:34  ,47.0,--,--,12,--,--
1.2,FREESTYLE,1,25.0,00:00:28.250,0:18:51  ,0:18:51  ,37.0,--,--,9,--,--
1.3,FREESTYLE,1,25.0,00:00:38.250,0:25:31  ,0:25:31  ,50.0,--,--,12,--,--
1.4,FREESTYLE,1,25.0,00:00:26.750,0:17:50  ,0:17:50  ,35.0,--,--,8,--,--
1.5,FREESTYLE,1,25.0,00:00:31.625,0:21:05  ,0:21:05  ,42.0,--,--,10,--,--
1.6,FREESTYLE,1,25.0,00:00:32.686,0:21:48  ,0:21:48  ,43.0,--,--,10,--,--
1.7,FREESTYLE,1,25.0,00:00:32.00,0:21:20  ,0:21:20  ,42.0,--,--,10,--,--
1.8,FREESTYLE,1,25.0,00:00:32.937,0:21:57  ,0:21:57  ,43.0,--,--,10,--,--
1.9,FREESTYLE,1,25.0,00:00:39.625,0:26:27  ,0:26:27  ,53.0,--,--,13,--,--
1.10,FREESTYLE,1,25.0,00:00:29.62,0:19:22  ,0:19:22  ,37.0,--,--,8,--,--
REST,,,0.0,00:01:01.516,--,--,0.0,--,--,--,10.454545454545455,--
2,MIXED,20,500.0,00:11:17.367,0:22:35  ,0:19:16  ,45.0,--,--,238,11.0,116
2.1,FREESTYLE,1,25.0,00:00:33.375,0:22:15  ,0:22:15  ,46.0,--,--,13,--,--
2.2,FREESTYLE,1,25.0,00:00:33.437,0:22:18  ,0:22:18  ,45.0,--,--,12,--,--
2.3,FREESTYLE,1,25.0,00:00:29.187,0:19:28  ,0:19:28  ,39.0,--,--,10,--,--
2.4,FREESTYLE,1,25.0,00:00:28.875,0:19:16  ,0:19:16  ,37.0,--,--,8,--,--
2.5,BREASTSTROKE,1,25.0,00:00:34.500,0:23:01  ,0:23:01  ,50.0,--,--,15,--,--
2.6,BREASTSTROKE,1,25.0,00:00:33.750,0:22:31  ,0:22:31  ,49.0,--,--,15,--,--
2.7,BREASTSTROKE,1,25.0,00:00:37.750,0:25:10  ,0:25:10  ,54.0,--,--,16,--,--
2.8,BREASTSTROKE,1,25.0,00:00:34.812,0:23:12  ,0:23:12  ,50.0,--,--,15,--,--
2.9,FREESTYLE,1,25.0,00:00:32.311,0:21:33  ,0:21:33  ,43.0,--,--,11,--,--
2.10,FREESTYLE,1,25.0,00:00:32.186,0:21:28  ,0:21:28  ,42.0,--,--,10,--,--
2.11,FREESTYLE,1,25.0,00:00:35.187,0:23:28  ,0:23:28  ,47.0,--,--,12,--,--
2.12,FREESTYLE,1,25.0,00:00:30.00,0:20:00  ,0:20:00  ,39.0,--,--,9,--,--
2.13,BACKSTROKE,1,25.0,00:00:39.250,0:26:12  ,0:26:12  ,52.0,--,--,13,--,--
2.14,BACKSTROKE,1,25.0,00:00:34.812,0:23:12  ,0:23:12  ,48.0,--,--,13,--,--
2.15,BACKSTROKE,1,25.0,00:00:38.312,0:25:33  ,0:25:33  ,52.0,--,--,14,--,--
2.16,BACKSTROKE,1,25.0,00:00:38.62,0:25:24  ,0:25:24  ,50.0,--,--,12,--,--
2.17,FREESTYLE,1,25.0,00:00:35.437,0:23:38  ,0:23:38  ,46.0,--,--,11,--,--
2.18,FREESTYLE,1,25.0,00:00:29.562,0:19:43  ,0:19:43  ,39.0,--,--,9,--,--
2.19,FREESTYLE,1,25.0,00:00:32.686,0:21:48  ,0:21:48  ,43.0,--,--,10,--,--
2.20,FREESTYLE,1,25.0,00:00:33.875,0:22:35  ,0:22:35  ,44.0,--,--,10,--,--
REST,,,0.0,00:02:11.320,--,--,0.0,--,--,--,11.290322580645162,--
3,MIXED,10,250.0,00:05:49.820,0:22:29  ,0:15:00  ,45.0,--,--,120,12.0,59
3.1,FREESTYLE,1,25.0,00:00:33.750,0:22:31  ,0:22:31  ,44.0,--,--,10,--,--
3.2,FREESTYLE,1,25.0,00:00:32.812,0:21:54  ,0:21:54  ,43.0,--,--,10,--,--
3.3,BREASTSTROKE,1,25.0,00:00:36.937,0:24:39  ,0:24:39  ,54.0,--,--,17,--,--
3.4,BREASTSTROKE,1,25.0,00:00:35.687,0:23:48  ,0:23:48  ,51.0,--,--,15,--,--
3.5,FREESTYLE,1,25.0,00:00:33.750,0:22:31  ,0:22:31  ,44.0,--,--,10,--,--
3.6,FREESTYLE,1,25.0,00:00:46.562,0:31:05  ,0:31:05  ,64.0,--,--,17,--,--
3.7,BREASTSTROKE,1,25.0,00:00:22.500,0:15:00  ,0:15:00  ,32.0,--,--,9,--,--
3.8,BREASTSTROKE,1,25.0,00:00:37.62,0:24:43  ,0:24:43  ,51.0,--,--,14,--,--
3.9,FREESTYLE,1,25.0,00:00:32.436,0:21:38  ,0:21:38  ,42.0,--,--,10,--,--
3.10,FREESTYLE,1,25.0,00:00:25.750,0:17:10  ,0:17:10  ,34.0,--,--,8,--,--
Summary,,40,1000.0,00:25:47.55,0:22:20  ,0:15:00  ,45.0,--,--,460,11.5,225
