Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:25.148,0:22:04  ,0:15:55  ,45.0,--,--,98,12.0,49
1.1,BREASTSTROKE,1,25.0,00:00:49.562,0:33:04  ,0:33:04  ,67.0,--,--,17,--,--
1.2,BREASTSTROKE,1,25.0,00:00:23.875,0:15:55  ,0:15:55  ,35.0,--,--,11,--,--
1.3,FREESTYLE,1,25.0,00:00:38.812,0:25:52  ,0:25:52  ,51.0,--,--,12,--,--
1.4,FREESTYLE,1,25.0,00:00:25.875,0:17:15  ,0:17:15  ,34.0,--,--,8,--,--
1.5,BREASTSTROKE,1,25.0,00:00:39.625,0:26:27  ,0:26:27  ,59.0,--,--,19,--,--
1.6,BREASTSTROKE,1,25.0,00:00:26.62,0:17:22  ,0:17:22  ,39.0,--,--,13,--,--
1.7,FREESTYLE,1,25.0,00:00:30.687,0:20:28  ,0:20:28  ,40.0,--,--,9,--,--
1.8,FREESTYLE,1,25.0,00:00:30.500,0:20:21  ,0:20:21  ,40.0,--,--,9,--,--
REST,,,0.0,00:00:33.391,--,--,0.0,--,--,--,10.88888888888889,--
2,DRILL,2,50.0,00:01:43.109,--,--,0.0,--,--,--,8.909090909090908,--
2.1,DRILL,1,25.0,00:00:51.554,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:51.554,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:08.77,--,--,0.0,--,--,--,8.909090909090908,--
3,DRILL,2,50.0,00:01:54.805,--,--,0.0,--,--,--,8.307692307692308,--
3.1,DRILL,1,25.0,00:00:57.402,--,--,--,--,--,0,--,--
3.2,DRILL,1,25.0,00:00:57.402,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:32.508,--,--,0.0,--,--,--,8.307692307692308,--
4,MIXED,16,400.0,00:07:51.500,0:19:39  ,0:14:52  ,40.0,--,--,183,11.0,94
4.1,FREESTYLE,1,25.0,00:00:29.00,0:19:20  ,0:19:20  ,39.0,--,--,10,--,--
4.2,FREESTYLE,1,25.0,00:00:30.500,0:20:21  ,0:20:21  ,41.0,--,--,10,--,--
4.3,FREESTYLE,1,25.0,00:00:22.312,0:14:52  ,0:14:52  ,29.0,--,--,7,--,--
4.4,FREESTYLE,1,25.0,00:00:27.500,0:18:20  ,0:18:20  ,37.0,--,--,9,--,--
4.5,BACKSTROKE,1,25.0,00:00:33.750,0:22:31  ,0:22:31  ,46.0,--,--,12,--,--
4.6,BACKSTROKE,1,25.0,00:00:28.250,0:18:51  ,0:18:51  ,39.0,--,--,11,--,--
4.7,BACKSTROKE,1,25.0,00:00:31.187,0:20:48  ,0:20:48  ,43.0,--,--,12,--,--
