Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:20.266,0:21:38  ,0:16:45  ,45.0,--,--,101,12.0,48
1.1,BREASTSTROKE,1,25.0,00:00:34.375,0:22:55  ,0:22:55  ,48.0,--,--,14,--,--
1.2,BREASTSTROKE,1,25.0,00:00:39.250,0:26:12  ,0:26:12  ,56.0,--,--,17,--,--
1.3,FREESTYLE,1,25.0,00:00:25.125,0:16:45  ,0:16:45  ,33.0,--,--,8,--,--
1.4,FREESTYLE,1,25.0,00:00:29.812,0:19:53  ,0:19:53  ,40.0,--,--,10,--,--
1.5,BREASTSTROKE,1,25.0,00:00:32.311,0:21:33  ,0:21:33  ,47.0,--,--,15,--,--
1.6,BREASTSTROKE,1,25.0,00:00:35.00,0:23:20  ,0:23:20  ,51.0,--,--,16,--,--
1.7,FREESTYLE,1,25.0,00:00:31.437,0:20:57  ,0:20:57  ,41.0,--,--,10,--,--
1.8,FREESTYLE,1,25.0,00:00:32.375,0:21:35  ,0:21:35  ,43.0,--,--,11,--,--
REST,,,0.0,00:00:13.477,--,--,0.0,--,--,--,9.181818181818182,--
2,DRILL,4,100.0,00:03:08.328,--,--,0.0,--,--,--,8.461538461538462,--
2.1,DRILL,1,25.0,00:00:47.82,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:47.82,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:47.82,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:47.82,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:17.109,--,--,0.0,--,--,--,8.461538461538462,--
3,MIXED,20,500.0,00:11:08.266,0:22:16  ,0:18:15  ,46.0,--,--,267,13.0,125
3.1,FREESTYLE,1,25.0,00:00:27.375,0:18:15  ,0:18:15  ,36.0,--,--,9,--,--
3.2,FREESTYLE,1,25.0,00:00:29.375,0:19:35  ,0:19:35  ,39.0,--,--,10,--,--
3.3,FREESTYLE,1,25.0,00:00:29.125,0:19:25  ,0:19:25  ,39.0,--,--,10,--,--
3.4,FREESTYLE,1,25.0,00:00:29.375,0:19:35  ,0:19:35  ,39.0,--,--,10,--,--
3.5,BREASTSTROKE,1,25.0,00:00:31.250,0:20:49  ,0:20:49  ,47.0,--,--,16,--,--
3.6,BREASTSTROKE,1,25.0,00:00:34.62,0:22:44  ,0:22:44  ,50.0,--,--,16,--,--
3.7,BREASTSTROKE,1,25.0,00:00:34.312,0:22:53  ,0:22:53  ,50.0,--,--,16,--,--
3.8,BREASTSTROKE,1,25.0,00:00:35.437,0:23:38  ,0:23:38  ,52.0,--,--,17,--,--
3.9,BREASTSTROKE,1,25.0,00:00:35.62,0:23:22  ,0:23:22  ,47.0,--,--,12,--,--
3.10,BACKSTROKE,1,25.0,00:00:38.562,0:25:43  ,0:25:43  ,52.0,--,--,13,--,--
3.11,BACKSTROKE,1,25.0,00:00:39.187,0:26:09  ,0:26:09  ,51.0,--,--,12,--,--
3.12,BREASTSTROKE,1,25.0,00:00:37.875,0:25:15  ,0:25:15  ,50.0,--,--,12,--,--
3.13,BREASTSTROKE,1,25.0,00:00:33.500,0:22:20  ,0:22:20  ,51.0,--,--,17,--,--
3.14,BREASTSTROKE,1,25.0,00:00:33.500,0:22:20  ,0:22:20  ,50.0,--,--,16,--,--
3.15,BREASTSTROKE,1,25.0,00:00:35.187,0:23:28  ,0:23:28  ,52.0,--,--,17,--,--
3.16,BREASTSTROKE,1,25.0,00:00:43.687,0:29:08  ,0:29:08  ,63.0,--,--,19,--,--
3.17,FREESTYLE,1,25.0,00:00:27.812,0:18:33  ,0:18:33  ,39.0,--,--,11,--,--
3.18,FREESTYLE,1,25.0,00:00:31.00,0:20:40  ,0:20:40  ,43.0,--,--,12,--,--
3.19,FREESTYLE,1,25.0,00:00:32.875,0:21:55  ,0:21:55  ,45.0,--,--,12,--,--
3.20,FREESTYLE,1,25.0,00:00:29.750,0:19:50  ,0:19:50  ,40.0,--,--,10,--,--
REST,,,0.0,00:01:24.734,--,--,0.0,--,--,--,10.514285714285714,--
4,DRILL,4,100.0,00:02:54.742,--,--,0.0,--,--,--,10.18918918918919,--
4.1,DRILL,1,25.0,00:00:43.685,--,--,--,--,--,0,--,--
4.2,DRILL,1,25.0,00:00:43.685,--,--,--,--,--,0,--,--
4.3,DRILL,1,25.0,00:00:43.685,--,--,--,--,--,0,--,--
4.4,DRILL,1,25.0,00:00:43.685,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:44.820,--,--,0.0,--,--,--,10.18918918918919,--
5,MIXED,3,75.0,00:02:13.398,0:29:39  ,0:19:10  ,60.0,--,--,49,16.0,17
5.1,FREESTYLE,1,25.0,00:00:28.750,0:19:10  ,0:19:10  ,38.0,--,--,9,--,--
5.2,FREESTYLE,1,25.0,00:01:08.250,0:45:32  ,0:45:32  ,94.0,--,--,26,--,--
5.3,BREASTSTROKE,1,25.0,00:00:36.437,0:24:17  ,0:24:17  ,50.0,--,--,14,--,--
Summary,,39,975.0,00:26:25.297,0:22:49  ,0:16:45  ,47.0,--,--,417,13.399999618530273,190
