Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,9,225.0,00:04:20.851,0:19:17  ,0:09:50  ,39.0,--,--,96,10.0,59
1.1,BREASTSTROKE,1,25.0,00:00:34.125,0:22:46  ,0:22:46  ,49.0,--,--,15,--,--
1.2,BREASTSTROKE,1,25.0,00:00:18.187,0:12:07  ,0:12:07  ,24.0,--,--,6,--,--
1.3,BREASTSTROKE,1,25.0,00:00:14.750,0:09:50  ,0:09:50  ,21.0,--,--,6,--,--
1.4,FREESTYLE,1,25.0,00:00:37.00,0:24:41  ,0:24:41  ,49.0,--,--,12,--,--
1.5,FREESTYLE,1,25.0,00:00:25.937,0:17:18  ,0:17:18  ,34.0,--,--,8,--,--
1.6,BREASTSTROKE,1,25.0,00:00:39.562,0:26:24  ,0:26:24  ,55.0,--,--,15,--,--
1.7,BREASTSTROKE,1,25.0,00:00:27.875,0:18:36  ,0:18:36  ,41.0,--,--,13,--,--
1.8,FREESTYLE,1,25.0,00:00:32.625,0:21:45  ,0:21:45  ,44.0,--,--,11,--,--
1.9,FREESTYLE,1,25.0,00:00:30.312,0:20:13  ,0:20:13  ,40.0,--,--,10,--,--
REST,,,0.0,00:00:32.711,--,--,0.0,--,--,--,8.0,--
2,DRILL,4,100.0,00:02:58.367,--,--,0.0,--,--,--,8.0,--
2.1,DRILL,1,25.0,00:00:44.591,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:44.591,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:44.591,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:44.591,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:43.883,--,--,0.0,--,--,--,8.0,--
3,MIXED,21,525.0,00:10:58.586,0:20:54  ,0:11:35  ,43.0,--,--,260,12.0,135
3.1,BREASTSTROKE,1,25.0,00:00:33.750,0:22:31  ,0:22:31  ,50.0,--,--,16,--,--
3.2,BREASTSTROKE,1,25.0,00:00:24.250,0:16:10  ,0:16:10  ,34.0,--,--,10,--,--
3.3,BREASTSTROKE,1,25.0,00:00:29.125,0:19:25  ,0:19:25  ,43.0,--,--,14,--,--
3.4,BREASTSTROKE,1,25.0,00:00:40.187,0:26:47  ,0:26:47  ,57.0,--,--,17,--,--
3.5,FREESTYLE,1,25.0,00:00:25.500,0:17:00  ,0:17:00  ,35.0,--,--,9,--,--
3.6,FREESTYLE,1,25.0,00:00:30.625,0:20:25  ,0:20:25  ,41.0,--,--,10,--,--
3.7,FREESTYLE,1,25.0,00:00:35.625,0:23:46  ,0:23:46  ,47.0,--,--,11,--,--
3.8,FREESTYLE,1,25.0,00:00:33.875,0:22:35  ,0:22:35  ,45.0,--,--,11,--,--
3.9,BREASTSTROKE,1,25.0,00:00:35.875,0:23:56  ,0:23:56  ,52.0,--,--,16,--,--
3.10,BREASTSTROKE,1,25.0,00:00:33.875,0:22:35  ,0:22:35  ,48.0,--,--,14,--,--
3.11,BREASTSTROKE,1,25.0,00:00:35.500,0:23:40  ,0:23:40  ,52.0,--,--,16,--,--
3.12,BREASTSTROKE,1,25.0,00:00:18.562,0:12:22  ,0:12:22  ,25.0,--,--,6,--,--
3.13,BREASTSTROKE,1,25.0,00:00:17.375,0:11:35  ,0:11:35  ,23.0,--,--,6,--,--
3.14,FREESTYLE,1,25.0,00:00:31.187,0:20:48  ,0:20:48  ,43.0,--,--,12,--,--
3.15,FREESTYLE,1,25.0,00:00:25.62,0:16:43  ,0:16:43  ,33.0,--,--,8,--,--
3.16,FREESTYLE,1,25.0,00:00:31.62,0:20:43  ,0:20:43  ,41.0,--,--,10,--,--
3.17,FREESTYLE,1,25.0,00:00:30.437,0:20:18  ,0:20:18  ,40.0,--,--,10,--,--
3.18,BREASTSTROKE,1,25.0,00:00:35.375,0:23:36  ,0:23:36  ,51.0,--,--,16,--,--
3.19,BREASTSTROKE,1,25.0,00:00:39.812,0:26:34  ,0:26:34  ,57.0,--,--,17,--,--
3.20,BREASTSTROKE,1,25.0,00:00:35.125,0:23:26  ,0:23:26  ,50.0,--,--,15,--,--
3.21,BREASTSTROKE,1,25.0,00:00:36.437,0:24:17  ,0:24:17  ,52.0,--,--,16,--,--
REST,,,0.0,00:00:27.727,--,--,0.0,--,--,--,9.621621621621621,--
4,DRILL,4,100.0,00:03:11.414,--,--,0.0,--,--,--,9.487179487179487,--
4.1,DRILL,1,25.0,00:00:47.853,--,--,--,--,--,0,--,--
4.2,DRILL,1,25.0,00:00:47.853,--,--,--,--,--,0,--,--
4.3,DRILL,1,25.0,00:00:47.853,--,--,--,--,--,0,--,--
4.4,DRILL,1,25.0,00:00:47.853,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:51.148,--,--,0.0,--,--,--,9.487179487179487,--
5,BREASTSTROKE,4,100.0,00:02:33.250,0:25:31  ,0:22:59  ,54.0,--,--,63,15.0,28
5.1,BREASTSTROKE,1,25.0,00:00:34.437,0:22:59  ,0:22:59  ,48.0,--,--,14,--,--
5.2,BREASTSTROKE,1,25.0,00:00:35.625,0:23:46  ,0:23:46  ,51.0,--,--,15,--,--
5.3,BREASTSTROKE,1,25.0,00:00:41.937,0:27:57  ,0:27:57  ,58.0,--,--,16,--,--
5.4,BREASTSTROKE,1,25.0,00:00:41.250,0:27:30  ,0:27:30  ,59.0,--,--,18,--,--
Summary,,42,1050.0,00:26:38.180,0:21:01  ,0:09:50  ,43.0,--,--,419,12.300000190734863,222
