Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:17.273,0:21:25  ,0:19:56  ,44.0,--,--,99,12.0,48
1.1,BREASTSTROKE,1,25.0,00:00:34.812,0:23:12  ,0:23:12  ,50.0,--,--,15,--,--
1.2,BREASTSTROKE,1,25.0,00:00:35.250,0:23:30  ,0:23:30  ,51.0,--,--,16,--,--
1.3,BREASTSTROKE,1,25.0,00:00:33.312,0:22:13  ,0:22:13  ,48.0,--,--,15,--,--
1.4,BREASTSTROKE,1,25.0,00:00:32.436,0:21:38  ,0:21:38  ,46.0,--,--,14,--,--
1.5,FREESTYLE,1,25.0,00:00:30.562,0:20:22  ,0:20:22  ,41.0,--,--,10,--,--
1.6,FREESTYLE,1,25.0,00:00:30.62,0:20:03  ,0:20:03  ,40.0,--,--,10,--,--
1.7,FREESTYLE,1,25.0,00:00:29.875,0:19:56  ,0:19:56  ,40.0,--,--,10,--,--
1.8,FREESTYLE,1,25.0,00:00:30.687,0:20:28  ,0:20:28  ,40.0,--,--,9,--,--
REST,,,0.0,00:00:43.680,--,--,0.0,--,--,--,9.0,--
2,DRILL,4,100.0,00:02:48.750,--,--,0.0,--,--,--,8.384615384615385,--
2.1,DRILL,1,25.0,00:00:42.187,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:42.187,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:42.187,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:42.187,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:19.00,--,--,0.0,--,--,--,8.384615384615385,--
3,FREESTYLE,8,200.0,00:03:41.94,0:18:26  ,0:16:15  ,37.0,--,--,82,10.0,40
3.1,FREESTYLE,1,25.0,00:00:28.562,0:19:02  ,0:19:02  ,39.0,--,--,10,--,--
3.2,FREESTYLE,1,25.0,00:00:31.937,0:21:18  ,0:21:18  ,43.0,--,--,11,--,--
3.3,FREESTYLE,1,25.0,00:00:24.437,0:16:17  ,0:16:17  ,33.0,--,--,9,--,--
3.4,FREESTYLE,1,25.0,00:00:27.687,0:18:28  ,0:18:28  ,38.0,--,--,10,--,--
3.5,FREESTYLE,1,25.0,00:00:27.687,0:18:28  ,0:18:28  ,39.0,--,--,11,--,--
3.6,FREESTYLE,1,25.0,00:00:29.375,0:19:35  ,0:19:35  ,40.0,--,--,11,--,--
3.7,FREESTYLE,1,25.0,00:00:27.62,0:18:03  ,0:18:03  ,38.0,--,--,11,--,--
3.8,FREESTYLE,1,25.0,00:00:24.375,0:16:15  ,0:16:15  ,33.0,--,--,9,--,--
REST,,,0.0,00:00:34.156,--,--,0.0,--,--,--,9.333333333333334,--
4,BREASTSTROKE,4,100.0,00:02:13.328,0:22:13  ,0:21:33  ,48.0,--,--,59,14.0,28
4.1,BREASTSTROKE,1,25.0,00:00:32.311,0:21:33  ,0:21:33  ,47.0,--,--,15,--,--
4.2,BREASTSTROKE,1,25.0,00:00:33.187,0:22:08  ,0:22:08  ,48.0,--,--,15,--,--
4.3,BREASTSTROKE,1,25.0,00:00:33.187,0:22:08  ,0:22:08  ,47.0,--,--,14,--,--
4.4,BREASTSTROKE,1,25.0,00:00:34.625,0:23:05  ,0:23:05  ,50.0,--,--,15,--,--
REST,,,0.0,00:00:06.984,--,--,0.0,--,--,--,8.88888888888889,--
5,DRILL,4,100.0,00:02:51.94,--,--,0.0,--,--,--,8.758620689655173,--
5.1,DRILL,1,25.0,00:00:42.773,--,--,--,--,--,0,--,--
5.2,DRILL,1,25.0,00:00:42.773,--,--,--,--,--,0,--,--
5.3,DRILL,1,25.0,00:00:42.773,--,--,--,--,--,0,--,--
5.4,DRILL,1,25.0,00:00:42.773,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:07.469,--,--,0.0,--,--,--,8.758620689655173,--
6,MIXED,4,100.0,00:02:09.586,0:21:35  ,0:20:06  ,44.0,--,--,48,12.0,24
6.1,BREASTSTROKE,1,25.0,00:00:32.750,0:21:50  ,0:21:50  ,47.0,--,--,14,--,--
6.2,FREESTYLE,1,25.0,00:00:30.125,0:20:06  ,0:20:06  ,40.0,--,--,10,--,--
6.3,FREESTYLE,1,25.0,00:00:30.375,0:20:15  ,0:20:15  ,40.0,--,--,10,--,--
6.4,BREASTSTROKE,1,25.0,00:00:36.312,0:24:13  ,0:24:13  ,50.0,--,--,14,--,--
Summary,,32,800.0,00:19:52.703,0:20:34  ,0:16:15  ,42.0,--,--,288,12.0,140
