Split,Swim Stroke,Lengths,Distance,Time,Avg Pace,Best Pace,Avg SWOLF,Avg Power,Max Power,Total Strokes,Avg Strokes,Calories
1,MIXED,8,200.0,00:04:31.313,0:22:35  ,0:18:46  ,46.0,--,--,98,12.0,49
1.1,BREASTSTROKE,1,25.0,00:00:35.312,0:23:34  ,0:23:34  ,49.0,--,--,14,--,--
1.2,BREASTSTROKE,1,25.0,00:00:37.250,0:24:50  ,0:24:50  ,52.0,--,--,15,--,--
1.3,FREESTYLE,1,25.0,00:00:31.500,0:21:01  ,0:21:01  ,41.0,--,--,9,--,--
1.4,FREESTYLE,1,25.0,00:00:38.125,0:25:26  ,0:25:26  ,50.0,--,--,12,--,--
1.5,BREASTSTROKE,1,25.0,00:00:28.937,0:19:18  ,0:19:18  ,42.0,--,--,13,--,--
1.6,BREASTSTROKE,1,25.0,00:00:35.437,0:23:38  ,0:23:38  ,50.0,--,--,15,--,--
1.7,FREESTYLE,1,25.0,00:00:36.187,0:24:09  ,0:24:09  ,48.0,--,--,12,--,--
1.8,FREESTYLE,1,25.0,00:00:28.125,0:18:46  ,0:18:46  ,36.0,--,--,8,--,--
REST,,,0.0,00:00:12.266,--,--,0.0,--,--,--,8.909090909090908,--
2,DRILL,4,100.0,00:03:02.55,--,--,0.0,--,--,--,8.153846153846153,--
2.1,DRILL,1,25.0,00:00:45.513,--,--,--,--,--,0,--,--
2.2,DRILL,1,25.0,00:00:45.513,--,--,--,--,--,0,--,--
2.3,DRILL,1,25.0,00:00:45.513,--,--,--,--,--,0,--,--
2.4,DRILL,1,25.0,00:00:45.513,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:13.570,--,--,0.0,--,--,--,8.153846153846153,--
3,FREESTYLE,21,525.0,00:11:18.523,0:21:48  ,0:18:03  ,43.0,--,--,229,10.0,105
3.1,FREESTYLE,1,25.0,00:00:27.62,0:18:03  ,0:18:03  ,35.0,--,--,8,--,--
3.2,FREESTYLE,1,25.0,00:00:29.00,0:19:20  ,0:19:20  ,38.0,--,--,9,--,--
3.3,FREESTYLE,1,25.0,00:00:29.875,0:19:56  ,0:19:56  ,39.0,--,--,9,--,--
3.4,FREESTYLE,1,25.0,00:00:35.500,0:23:40  ,0:23:40  ,47.0,--,--,11,--,--
3.5,FREESTYLE,1,25.0,00:00:30.500,0:20:21  ,0:20:21  ,42.0,--,--,11,--,--
3.6,FREESTYLE,1,25.0,00:00:28.750,0:19:10  ,0:19:10  ,38.0,--,--,9,--,--
3.7,FREESTYLE,1,25.0,00:00:31.562,0:21:02  ,0:21:02  ,42.0,--,--,10,--,--
3.8,FREESTYLE,1,25.0,00:00:34.312,0:22:53  ,0:22:53  ,45.0,--,--,11,--,--
3.9,FREESTYLE,1,25.0,00:00:27.562,0:18:22  ,0:18:22  ,37.0,--,--,9,--,--
3.10,FREESTYLE,1,25.0,00:00:31.750,0:21:10  ,0:21:10  ,42.0,--,--,10,--,--
3.11,FREESTYLE,1,25.0,00:00:30.625,0:20:25  ,0:20:25  ,41.0,--,--,10,--,--
3.12,FREESTYLE,1,25.0,00:00:31.125,0:20:45  ,0:20:45  ,41.0,--,--,10,--,--
3.13,FREESTYLE,1,25.0,00:00:30.562,0:20:22  ,0:20:22  ,40.0,--,--,9,--,--
3.14,FREESTYLE,1,25.0,00:00:43.187,0:28:50  ,0:28:50  ,58.0,--,--,15,--,--
3.15,FREESTYLE,1,25.0,00:00:46.250,0:30:51  ,0:30:51  ,63.0,--,--,17,--,--
3.16,FREESTYLE,1,25.0,00:00:30.250,0:20:10  ,0:20:10  ,41.0,--,--,11,--,--
3.17,FREESTYLE,1,25.0,00:00:30.375,0:20:15  ,0:20:15  ,42.0,--,--,12,--,--
3.18,FREESTYLE,1,25.0,00:00:29.687,0:19:47  ,0:19:47  ,41.0,--,--,11,--,--
3.19,FREESTYLE,1,25.0,00:00:48.00,0:32:03  ,0:32:03  ,64.0,--,--,16,--,--
3.20,FREESTYLE,1,25.0,00:00:33.687,0:22:27  ,0:22:27  ,47.0,--,--,13,--,--
3.21,FREESTYLE,1,25.0,00:00:27.750,0:18:31  ,0:18:31  ,36.0,--,--,8,--,--
REST,,,0.0,00:00:56.539,--,--,0.0,--,--,--,9.083333333333334,--
4,DRILL,4,100.0,00:03:01.914,--,--,0.0,--,--,--,9.0,--
4.1,DRILL,1,25.0,00:00:45.478,--,--,--,--,--,0,--,--
4.2,DRILL,1,25.0,00:00:45.478,--,--,--,--,--,0,--,--
4.3,DRILL,1,25.0,00:00:45.478,--,--,--,--,--,0,--,--
4.4,DRILL,1,25.0,00:00:45.478,--,--,--,--,--,0,--,--
REST,,,0.0,00:00:22.336,--,--,0.0,--,--,--,9.0,--
5,MIXED,5,100.0,00:02:58.273,0:26:29  ,0:23:40  ,55.0,--,--,61,15.0,27
5.1,BREASTSTROKE,1,25.0,00:00:35.500,0:23:40  ,0:23:40  ,51.0,--,--,15,--,--
5.2,BREASTSTROKE,1,25.0,00:00:37.500,0:25:01  ,0:25:01  ,53.0,--,--,15,--,--
5.3,BREASTSTROKE,1,25.0,00:00:36.812,0:24:32  ,0:24:32  ,52.0,--,--,15,--,--
5.4,BREASTSTROKE,1,25.0,00:00:49.125,0:32:48  ,0:32:48  ,65.0,--,--,16,--,--
5.5,--,1,--,00:00:49.125,--,--,--,--,--,0,--,--
Summary,,42,1025.0,00:26:36.961,0:22:35  ,0:18:03  ,45.0,--,--,388,11.699999809265137,181
