datetime,interval,order_in_interval,order_in_session,style,distance,time,strokes,wrong_manual
2016-07-14 11:56:00,1,1,1,FREESTYLE,25.0,35.312,12,False
2016-07-14 11:56:00,1,2,2,FREESTYLE,25.0,28.25,9,False
2016-07-14 11:56:00,1,3,3,FREESTYLE,25.0,38.25,12,False
2016-07-14 11:56:00,1,4,4,FREESTYLE,25.0,26.75,8,False
2016-07-14 11:56:00,1,5,5,FREESTYLE,25.0,31.625,10,False
2016-07-14 11:56:00,1,6,6,FREESTYLE,25.0,32.686,10,False
2016-07-14 11:56:00,1,7,7,FREESTYLE,25.0,32.0,10,False
2016-07-14 11:56:00,1,8,8,FREESTYLE,25.0,32.937,10,False
2016-07-14 11:56:00,1,9,9,FREESTYLE,25.0,39.625,13,False
2016-07-14 11:56:00,1,10,10,FREESTYLE,25.0,29.62,8,False
2016-07-14 11:56:00,,,11,REST,0.0,61.516,0,False
2016-07-14 11:56:00,2,1,13,FREESTYLE,25.0,33.375,13,False
2016-07-14 11:56:00,2,2,14,FREESTYLE,25.0,33.437,12,False
2016-07-14 11:56:00,2,3,15,FREESTYLE,25.0,29.187,10,False
2016-07-14 11:56:00,2,4,16,FREESTYLE,25.0,28.875,8,False
2016-07-14 11:56:00,2,5,17,BREASTSTROKE,25.0,34.5,15,False
2016-07-14 11:56:00,2,6,18,BREASTSTROKE,25.0,33.75,15,False
2016-07-14 11:56:00,2,7,19,BREASTSTROKE,25.0,37.75,16,False
2016-07-14 11:56:00,2,8,20,BREASTSTROKE,25.0,34.812,15,False
2016-07-14 11:56:00,2,9,21,FREESTYLE,25.0,32.311,11,False
2016-07-14 11:56:00,2,10,22,FREESTYLE,25.0,32.186,10,False
2016-07-14 11:56:00,2,11,23,FREESTYLE,25.0,35.187,12,False
2016-07-14 11:56:00,2,12,24,FREESTYLE,25.0,30.0,9,False
2016-07-14 11:56:00,2,13,25,BACKSTROKE,25.0,39.25,13,False
2016-07-14 11:56:00,2,14,26,BACKSTROKE,25.0,34.812,13,False
2016-07-14 11:56:00,2,15,27,BACKSTROKE,25.0,38.312,14,False
2016-07-14 11:56:00,2,16,28,BACKSTROKE,25.0,38.62,12,False
2016-07-14 11:56:00,2,17,29,FREESTYLE,25.0,35.437,11,False
2016-07-14 11:56:00,2,18,30,FREESTYLE,25.0,29.562,9,False
2016-07-14 11:56:00,2,19,31,FREESTYLE,25.0,32.686,10,False
2016-07-14 11:56:00,2,20,32,FREESTYLE,25.0,33.875,10,False
2016-07-14 11:56:00,,,33,REST,0.0,131.32,0,False
2016-07-14 11:56:00,3,1,35,FREESTYLE,25.0,33.75,10,False
2016-07-14 11:56:00,3,2,36,FREESTYLE,25.0,32.812,10,False
2016-07-14 11:56:00,3,3,37,BREASTSTROKE,25.0,36.937,17,False
2016-07-14 11:56:00,3,4,38,BREASTSTROKE,25.0,35.687,15,False
2016-07-14 11:56:00,3,5,39,FREESTYLE,25.0,33.75,10,False
2016-07-14 11:56:00,3,6,40,FREESTYLE,25.0,46.562,17,False
2016-07-14 11:56:00,3,7,41,BREASTSTROKE,25.0,22.5,9,False
2016-07-14 11:56:00,3,8,42,BREASTSTROKE,25.0,37.62,14,False
2016-07-14 11:56:00,3,9,43,FREESTYLE,25.0,32.436,10,False
2016-07-14 11:56:00,3,10,44,FREESTYLE,25.0,25.75,8,False
2016-07-15 12:16:00,1,1,1,FREESTYLE,25.0,30.687,9,False
2016-07-15 12:16:00,1,2,2,FREESTYLE,25.0,30.125,9,False
2016-07-15 12:16:00,1,3,3,BREASTSTROKE,25.0,36.0,16,False
2016-07-15 12:16:00,1,4,4,BREASTSTROKE,25.0,35.62,15,False
2016-07-15 12:16:00,1,5,5,FREESTYLE,25.0,35.562,12,False
2016-07-15 12:16:00,1,6,6,FREESTYLE,25.0,26.625,9,False
2016-07-15 12:16:00,1,7,7,BACKSTROKE,25.0,38.375,15,False
2016-07-15 12:16:00,1,8,8,BACKSTROKE,25.0,43.812,15,False
2016-07-15 12:16:00,1,9,9,FREESTYLE,25.0,30.25,10,False
2016-07-15 12:16:00,1,10,10,FREESTYLE,25.0,26.687,8,False
2016-07-15 12:16:00,,,11,REST,0.0,54.859,0,False
2016-07-15 12:16:00,2,1,13,FREESTYLE,25.0,32.5,11,False
2016-07-15 12:16:00,2,2,14,FREESTYLE,25.0,32.186,10,False
2016-07-15 12:16:00,2,3,15,FREESTYLE,25.0,31.687,10,False
2016-07-15 12:16:00,2,4,16,FREESTYLE,25.0,28.125,10,False
2016-07-15 12:16:00,2,5,17,BREASTSTROKE,25.0,40.875,17,False
2016-07-15 12:16:00,2,6,18,BREASTSTROKE,25.0,32.125,13,False
2016-07-15 12:16:00,2,7,19,BREASTSTROKE,25.0,35.25,14,False
2016-07-15 12:16:00,2,8,20,BREASTSTROKE,25.0,37.25,15,False
2016-07-15 12:16:00,2,9,21,FREESTYLE,25.0,25.562,7,False
2016-07-15 12:16:00,2,10,22,FREESTYLE,25.0,31.125,10,False
2016-07-15 12:16:00,2,11,23,FREESTYLE,25.0,25.812,8,False
2016-07-15 12:16:00,2,12,24,FREESTYLE,25.0,37.125,12,False
2016-07-15 12:16:00,2,13,25,BACKSTROKE,25.0,35.812,14,False
2016-07-15 12:16:00,2,14,26,BACKSTROKE,25.0,33.875,14,False
2016-07-15 12:16:00,2,15,27,BACKSTROKE,25.0,33.562,14,False
2016-07-15 12:16:00,2,16,28,BACKSTROKE,25.0,38.875,13,False
2016-07-15 12:16:00,2,17,29,FREESTYLE,25.0,34.75,12,False
2016-07-15 12:16:00,2,18,30,FREESTYLE,25.0,27.437,9,False
2016-07-15 12:16:00,2,19,31,FREESTYLE,25.0,34.812,11,False
2016-07-15 12:16:00,2,20,32,FREESTYLE,25.0,35.25,11,False
2016-07-15 12:16:00,,,33,REST,0.0,142.891,0,False
2016-07-15 12:16:00,3,1,35,FREESTYLE,25.0,39.687,15,False
2016-07-15 12:16:00,3,2,36,FREESTYLE,25.0,28.75,9,False
2016-07-15 12:16:00,3,3,37,FREESTYLE,25.0,31.375,10,False
2016-07-15 12:16:00,3,4,38,FREESTYLE,25.0,29.437,11,False
2016-07-15 12:16:00,3,5,39,FREESTYLE,25.0,26.437,9,False
2016-07-15 12:16:00,3,6,40,FREESTYLE,25.0,31.375,11,False
2016-07-15 12:16:00,3,7,41,FREESTYLE,25.0,31.5,11,False
2016-07-15 12:16:00,3,8,42,FREESTYLE,25.0,28.437,9,False
2016-07-15 12:16:00,3,9,43,FREESTYLE,25.0,30.5,10,False
2016-07-15 12:16:00,3,10,44,FREESTYLE,25.0,33.25,10,False
2016-09-06 18:06:00,1,1,1,FREESTYLE,25.0,32.311,10,False
2016-09-06 18:06:00,1,2,2,FREESTYLE,25.0,26.75,8,False
2016-09-06 18:06:00,1,3,3,FREESTYLE,25.0,28.875,9,False
2016-09-06 18:06:00,1,4,4,FREESTYLE,25.0,29.312,10,False
2016-09-06 18:06:00,1,5,5,FREESTYLE,25.0,32.61,11,False
2016-09-06 18:06:00,1,6,6,FREESTYLE,25.0,28.25,9,False
2016-09-06 18:06:00,1,7,7,FREESTYLE,25.0,31.937,12,False
2016-09-06 18:06:00,1,8,8,FREESTYLE,25.0,29.187,10,False
2016-09-06 18:06:00,,,9,REST,0.0,51.719,0,False
2016-09-06 18:06:00,2,1,11,FREESTYLE,25.0,27.937,11,False
2016-09-06 18:06:00,2,2,12,FREESTYLE,25.0,26.312,10,False
2016-09-06 18:06:00,2,3,13,FREESTYLE,25.0,26.812,11,False
2016-09-06 18:06:00,2,4,14,FREESTYLE,25.0,28.0,11,False
2016-09-06 18:06:00,,,15,REST,0.0,12.188,0,False
2016-09-06 18:06:00,,,16,REST,0.0,1.906,0,False
2016-09-06 18:06:00,,,17,REST,0.0,23.594,0,False
2016-09-06 18:06:00,3,1,19,FREESTYLE,25.0,28.75,11,False
2016-09-06 18:06:00,3,2,20,FREESTYLE,25.0,27.75,11,False
2016-09-06 18:06:00,3,3,21,FREESTYLE,25.0,26.937,10,False
2016-09-06 18:06:00,3,4,22,FREESTYLE,25.0,29.687,11,False
2016-09-06 18:06:00,,,23,REST,0.0,53.953,0,False
2016-09-06 18:06:00,4,1,25,FREESTYLE,25.0,27.187,10,False
2016-09-06 18:06:00,4,2,26,FREESTYLE,25.0,20.312,8,False
2016-09-06 18:06:00,4,3,27,FREESTYLE,25.0,37.625,15,False
2016-09-06 18:06:00,4,4,28,FREESTYLE,25.0,25.625,9,False
2016-09-06 18:06:00,,,29,REST,0.0,81.469,0,False
2016-09-06 18:06:00,5,1,31,BREASTSTROKE,25.0,29.937,14,False
2016-09-06 18:06:00,5,2,32,BREASTSTROKE,25.0,39.187,17,False
2016-09-06 18:06:00,5,3,33,BREASTSTROKE,25.0,34.25,16,False
2016-09-06 18:06:00,5,4,34,BREASTSTROKE,25.0,32.375,15,False
2016-09-06 18:06:00,5,5,35,BREASTSTROKE,25.0,33.687,15,False
2016-09-06 18:06:00,5,6,36,BREASTSTROKE,25.0,34.5,15,False
2016-09-06 18:06:00,5,7,37,BREASTSTROKE,25.0,37.812,16,False
2016-09-06 18:06:00,5,8,38,BREASTSTROKE,25.0,34.62,16,False
2016-09-06 18:06:00,,,39,REST,0.0,108.859,0,False
2016-09-06 18:06:00,6,1,41,BACKSTROKE,25.0,35.75,14,False
2016-09-06 18:06:00,6,2,42,BACKSTROKE,25.0,34.562,13,False
2016-09-06 18:06:00,6,3,43,BACKSTROKE,25.0,34.312,13,False
2016-09-06 18:06:00,6,4,44,BACKSTROKE,25.0,38.62,14,False
2016-09-06 18:06:00,,,45,REST,0.0,68.438,0,False
2016-09-06 18:06:00,7,1,47,FREESTYLE,25.0,32.311,12,False
2016-09-06 18:06:00,7,2,48,FREESTYLE,25.0,27.875,10,False
2016-09-06 18:06:00,7,3,49,FREESTYLE,25.0,29.812,11,False
2016-09-06 18:06:00,7,4,50,FREESTYLE,25.0,31.375,12,False
2016-09-06 18:06:00,7,5,51,FREESTYLE,25.0,28.812,10,False
2016-09-06 18:06:00,7,6,52,FREESTYLE,25.0,29.312,11,False
2016-09-06 18:06:00,7,7,53,FREESTYLE,25.0,33.5,13,False
2016-09-06 18:06:00,7,8,54,FREESTYLE,25.0,28.937,10,False
2016-09-06 18:06:00,7,9,55,FREESTYLE,25.0,31.375,11,False
2016-09-06 18:06:00,7,10,56,FREESTYLE,25.0,30.937,11,False
2016-09-06 18:06:00,7,11,57,FREESTYLE,25.0,31.562,12,False
2016-09-06 18:06:00,7,12,58,FREESTYLE,25.0,31.5,12,False
2016-09-06 18:06:00,7,13,59,FREESTYLE,25.0,32.561,11,False
2016-09-06 18:06:00,7,14,60,FREESTYLE,25.0,30.312,10,False
2016-09-06 18:06:00,7,15,61,FREESTYLE,25.0,33.125,12,False
2016-09-06 18:06:00,7,16,62,FREESTYLE,25.0,31.625,11,False
2016-09-06 18:06:00,,,63,REST,0.0,29.422,0,False
2016-09-06 18:06:00,,,64,REST,0.0,1.609,0,False
2016-09-06 18:06:00,,,65,REST,0.0,156.453,0,False
2016-09-06 18:06:00,8,1,67,BREASTSTROKE,25.0,37.125,16,False
2016-09-06 18:06:00,8,2,68,BREASTSTROKE,25.0,31.562,13,False
2016-09-06 18:06:00,8,3,69,BREASTSTROKE,25.0,36.687,16,False
2016-09-06 18:06:00,8,4,70,BREASTSTROKE,25.0,34.0,16,False
2016-09-06 18:06:00,8,5,71,BREASTSTROKE,25.0,36.437,16,False
2016-09-06 18:06:00,8,6,72,BREASTSTROKE,25.0,38.437,16,False
2016-09-06 18:06:00,8,7,73,BREASTSTROKE,25.0,34.625,15,False
2016-09-06 18:06:00,8,8,74,BREASTSTROKE,25.0,36.625,17,False
2016-09-06 18:06:00,8,9,75,BREASTSTROKE,25.0,37.75,18,False
2016-09-06 18:06:00,8,10,76,BREASTSTROKE,25.0,33.625,15,False
2016-09-06 18:06:00,8,11,77,BREASTSTROKE,25.0,29.437,11,False
2016-09-06 18:06:00,8,12,78,BREASTSTROKE,25.0,42.437,18,False
2016-09-06 18:06:00,,,79,REST,0.0,39.555,0,False
2016-09-06 18:06:00,9,1,81,FREESTYLE,25.0,31.687,11,False
2016-09-06 18:06:00,9,2,82,FREESTYLE,25.0,31.937,11,False
2016-09-06 18:06:00,9,3,83,FREESTYLE,25.0,32.625,11,False
2016-09-06 18:06:00,9,4,84,FREESTYLE,25.0,33.375,12,False
2016-09-06 18:06:00,9,5,85,FREESTYLE,25.0,34.812,12,False
2016-09-06 18:06:00,9,6,86,FREESTYLE,25.0,37.62,12,False
2016-09-06 18:06:00,9,7,87,FREESTYLE,25.0,40.5,15,False
2016-09-06 18:06:00,9,8,88,FREESTYLE,25.0,34.0,11,False
2016-09-12 18:54:00,1,1,1,FREESTYLE,25.0,30.0,10,False
2016-09-12 18:54:00,1,2,2,FREESTYLE,25.0,30.437,10,False
2016-09-12 18:54:00,1,3,3,FREESTYLE,25.0,30.125,10,False
2016-09-12 18:54:00,1,4,4,FREESTYLE,25.0,33.562,12,False
2016-09-12 18:54:00,1,5,5,FREESTYLE,25.0,29.375,10,False
2016-09-12 18:54:00,1,6,6,FREESTYLE,25.0,31.62,10,False
2016-09-12 18:54:00,1,7,7,FREESTYLE,25.0,28.562,9,False
2016-09-12 18:54:00,1,8,8,FREESTYLE,25.0,17.562,6,False
2016-09-12 18:54:00,,,9,REST,0.0,75.703,0,False
2016-09-12 18:54:00,2,1,11,FREESTYLE,25.0,25.937,10,False
2016-09-12 18:54:00,2,2,12,FREESTYLE,25.0,27.312,12,False
2016-09-12 18:54:00,2,3,13,FREESTYLE,25.0,26.625,11,False
2016-09-12 18:54:00,2,4,14,FREESTYLE,25.0,25.687,9,False
2016-09-12 18:54:00,,,15,REST,0.0,107.367,0,False
2016-09-12 18:54:00,3,1,17,FREESTYLE,25.0,26.75,10,False
2016-09-12 18:54:00,3,2,18,FREESTYLE,25.0,28.375,11,False
2016-09-12 18:54:00,3,3,19,FREESTYLE,25.0,24.375,9,False
2016-09-12 18:54:00,3,4,20,FREESTYLE,25.0,27.875,10,False
2016-09-12 18:54:00,,,21,REST,0.0,119.758,0,False
2016-09-12 18:54:00,4,1,23,FREESTYLE,25.0,24.75,9,False
2016-09-12 18:54:00,4,2,24,FREESTYLE,25.0,24.937,9,False
2016-09-12 18:54:00,4,3,25,FREESTYLE,25.0,25.5,10,False
2016-09-12 18:54:00,4,4,26,FREESTYLE,25.0,26.875,11,False
2016-09-12 18:54:00,,,27,REST,0.0,91.367,0,False
2016-09-12 18:54:00,5,1,29,FREESTYLE,25.0,27.625,9,False
2016-09-12 18:54:00,5,2,30,FREESTYLE,25.0,33.437,11,False
2016-09-12 18:54:00,5,3,31,FREESTYLE,25.0,31.125,11,False
2016-09-12 18:54:00,5,4,32,FREESTYLE,25.0,30.25,10,False
2016-09-12 18:54:00,5,5,33,FREESTYLE,25.0,32.61,11,False
2016-09-12 18:54:00,5,6,34,FREESTYLE,25.0,36.437,13,False
2016-09-12 18:54:00,5,7,35,FREESTYLE,25.0,27.625,9,False
2016-09-12 18:54:00,5,8,36,FREESTYLE,25.0,32.311,11,False
2016-09-12 18:54:00,5,9,37,FREESTYLE,25.0,33.312,12,False
2016-09-12 18:54:00,5,10,38,FREESTYLE,25.0,30.187,10,False
2016-09-12 18:54:00,5,11,39,FREESTYLE,25.0,33.125,12,False
2016-09-12 18:54:00,5,12,40,FREESTYLE,25.0,29.875,10,False
2016-09-12 18:54:00,5,13,41,FREESTYLE,25.0,36.75,12,False
2016-09-12 18:54:00,5,14,42,FREESTYLE,25.0,27.375,10,False
2016-09-12 18:54:00,5,15,43,FREESTYLE,25.0,35.187,12,False
2016-09-12 18:54:00,5,16,44,FREESTYLE,25.0,29.937,10,False
2016-09-12 18:54:00,5,17,45,FREESTYLE,25.0,32.436,11,False
2016-09-12 18:54:00,5,18,46,FREESTYLE,25.0,35.437,12,False
2016-09-12 18:54:00,5,19,47,FREESTYLE,25.0,32.61,11,False
2016-09-12 18:54:00,5,20,48,FREESTYLE,25.0,30.25,10,False
2016-09-12 18:54:00,5,21,49,FREESTYLE,25.0,34.375,12,False
2016-09-12 18:54:00,5,22,50,FREESTYLE,25.0,33.125,12,False
2016-09-12 18:54:00,5,23,51,FREESTYLE,25.0,28.0,11,False
2016-09-12 18:54:00,5,24,52,FREESTYLE,25.0,33.5,11,False
2016-09-12 18:54:00,,,53,REST,0.0,98.422,0,False
2016-09-12 18:54:00,6,1,55,BREASTSTROKE,25.0,32.436,16,False
2016-09-12 18:54:00,6,2,56,BREASTSTROKE,25.0,38.687,18,False
2016-09-12 18:54:00,6,3,57,BREASTSTROKE,25.0,35.125,17,False
2016-09-12 18:54:00,6,4,58,BREASTSTROKE,25.0,38.687,19,False
2016-09-12 18:54:00,6,5,59,BREASTSTROKE,25.0,30.562,14,False
2016-09-12 18:54:00,6,6,60,BREASTSTROKE,25.0,36.875,18,False
2016-09-12 18:54:00,6,7,61,BREASTSTROKE,25.0,34.312,16,False
2016-09-12 18:54:00,6,8,62,BREASTSTROKE,25.0,31.187,15,False
2016-09-12 18:54:00,6,9,63,BREASTSTROKE,25.0,34.5,16,False
2016-09-12 18:54:00,6,10,64,BREASTSTROKE,25.0,34.937,16,False
2016-09-12 18:54:00,6,11,65,BREASTSTROKE,25.0,38.312,16,False
2016-09-12 18:54:00,6,12,66,BREASTSTROKE,25.0,34.375,16,False
2016-09-12 18:54:00,,,67,REST,0.0,102.648,0,False
2016-09-12 18:54:00,7,1,69,FREESTYLE,25.0,27.812,10,False
2016-09-12 18:54:00,7,2,70,FREESTYLE,25.0,31.375,12,False
2016-09-12 18:54:00,7,3,71,FREESTYLE,25.0,25.25,9,False
2016-09-12 18:54:00,7,4,72,FREESTYLE,25.0,31.187,12,False
2016-09-12 18:54:00,7,5,73,FREESTYLE,25.0,26.812,10,False
2016-09-12 18:54:00,7,6,74,FREESTYLE,25.0,28.562,11,False
2016-09-12 18:54:00,7,7,75,FREESTYLE,25.0,28.625,11,False
2016-09-12 18:54:00,7,8,76,FREESTYLE,25.0,29.5,11,False
2016-09-12 18:54:00,,,77,REST,0.0,108.875,0,False
2016-09-12 18:54:00,8,1,79,FREESTYLE,25.0,36.187,13,False
2016-09-12 18:54:00,8,2,80,FREESTYLE,25.0,27.125,8,False
2016-09-12 18:54:00,8,3,81,BREASTSTROKE,25.0,38.937,17,False
2016-09-12 18:54:00,8,4,82,BREASTSTROKE,25.0,34.875,13,False
2016-09-12 18:54:00,8,5,83,FREESTYLE,25.0,35.562,11,False
2016-09-12 18:54:00,8,6,84,FREESTYLE,25.0,37.875,12,False
2016-09-12 18:54:00,8,7,85,BREASTSTROKE,25.0,40.25,17,False
2016-09-12 18:54:00,8,8,86,BREASTSTROKE,25.0,41.62,17,False
2016-09-15 18:15:00,1,1,1,FREESTYLE,25.0,30.687,9,False
2016-09-15 18:15:00,1,2,2,FREESTYLE,25.0,30.875,10,False
2016-09-15 18:15:00,1,3,3,BREASTSTROKE,25.0,33.187,16,False
2016-09-15 18:15:00,1,4,4,BREASTSTROKE,25.0,36.375,16,False
2016-09-15 18:15:00,1,5,5,FREESTYLE,25.0,34.187,11,False
2016-09-15 18:15:00,1,6,6,FREESTYLE,25.0,27.0,9,False
2016-09-15 18:15:00,1,7,7,BREASTSTROKE,25.0,34.187,17,False
2016-09-15 18:15:00,1,8,8,BREASTSTROKE,25.0,35.25,16,False
2016-09-15 18:15:00,,,9,REST,0.0,55.984,0,False
2016-09-15 18:15:00,2,1,11,FREESTYLE,25.0,30.625,12,False
2016-09-15 18:15:00,2,2,12,FREESTYLE,25.0,27.187,10,False
2016-09-15 18:15:00,2,3,13,FREESTYLE,25.0,27.437,10,False
2016-09-15 18:15:00,2,4,14,FREESTYLE,25.0,26.25,9,False
2016-09-15 18:15:00,2,5,15,FREESTYLE,25.0,27.812,10,False
2016-09-15 18:15:00,2,6,16,FREESTYLE,25.0,29.0,11,False
2016-09-15 18:15:00,2,7,17,FREESTYLE,25.0,25.62,9,False
2016-09-15 18:15:00,2,8,18,FREESTYLE,25.0,28.62,10,False
2016-09-15 18:15:00,,,19,REST,0.0,96.344,0,False
2016-09-15 18:15:00,3,1,21,FREESTYLE,25.0,26.125,11,False
2016-09-15 18:15:00,3,2,22,FREESTYLE,25.0,22.187,9,False
2016-09-15 18:15:00,3,3,23,FREESTYLE,25.0,27.5,12,False
2016-09-15 18:15:00,3,4,24,FREESTYLE,25.0,24.375,10,False
2016-09-15 18:15:00,,,25,REST,0.0,112.7,0,False
2016-09-15 18:15:00,4,1,27,FREESTYLE,25.0,28.937,10,False
2016-09-15 18:15:00,4,2,28,FREESTYLE,25.0,32.61,11,False
2016-09-15 18:15:00,4,3,29,FREESTYLE,25.0,34.62,13,False
2016-09-15 18:15:00,4,4,30,FREESTYLE,25.0,30.937,10,False
2016-09-15 18:15:00,4,5,31,FREESTYLE,25.0,31.125,10,False
2016-09-15 18:15:00,4,6,32,FREESTYLE,25.0,36.875,12,False
2016-09-15 18:15:00,4,7,33,FREESTYLE,25.0,27.62,9,False
2016-09-15 18:15:00,4,8,34,FREESTYLE,25.0,30.62,10,False
2016-09-15 18:15:00,4,9,35,FREESTYLE,25.0,33.187,12,False
2016-09-15 18:15:00,4,10,36,FREESTYLE,25.0,31.812,11,False
2016-09-15 18:15:00,4,11,37,FREESTYLE,25.0,32.75,11,False
2016-09-15 18:15:00,4,12,38,FREESTYLE,25.0,25.687,8,False
2016-09-15 18:15:00,4,13,39,FREESTYLE,25.0,33.812,11,False
2016-09-15 18:15:00,4,14,40,FREESTYLE,25.0,27.25,9,False
2016-09-15 18:15:00,4,15,41,FREESTYLE,25.0,30.875,11,False
2016-09-15 18:15:00,4,16,42,FREESTYLE,25.0,31.25,10,False
2016-09-15 18:15:00,4,17,43,FREESTYLE,25.0,32.25,11,False
2016-09-15 18:15:00,4,18,44,FREESTYLE,25.0,35.5,12,False
2016-09-15 18:15:00,4,19,45,FREESTYLE,25.0,30.562,10,False
2016-09-15 18:15:00,4,20,46,FREESTYLE,25.0,33.437,11,False
2016-09-15 18:15:00,,,47,REST,0.0,126.367,0,False
2016-09-15 18:15:00,5,1,49,BREASTSTROKE,25.0,35.937,18,False
2016-09-15 18:15:00,5,2,50,BREASTSTROKE,25.0,30.687,15,False
2016-09-15 18:15:00,5,3,51,BREASTSTROKE,25.0,33.937,16,False
2016-09-15 18:15:00,5,4,52,BREASTSTROKE,25.0,30.375,15,False
2016-09-15 18:15:00,5,5,53,BREASTSTROKE,25.0,33.0,16,False
2016-09-15 18:15:00,5,6,54,BREASTSTROKE,25.0,37.437,17,False
2016-09-15 18:15:00,5,7,55,BREASTSTROKE,25.0,31.937,15,False
2016-09-15 18:15:00,5,8,56,BREASTSTROKE,25.0,36.562,17,False
2016-09-15 18:15:00,,,57,REST,0.0,76.563,0,False
2016-09-15 18:15:00,6,1,59,FREESTYLE,25.0,27.125,10,False
2016-09-15 18:15:00,6,2,60,FREESTYLE,25.0,27.875,10,False
2016-09-15 18:15:00,6,3,61,FREESTYLE,25.0,30.25,12,False
2016-09-15 18:15:00,6,4,62,FREESTYLE,25.0,26.375,10,False
2016-09-15 18:15:00,,,63,REST,0.0,60.352,0,False
2016-09-15 18:15:00,7,1,65,FREESTYLE,25.0,28.562,12,False
2016-09-15 18:15:00,7,2,66,FREESTYLE,25.0,25.125,10,False
2016-09-15 18:15:00,7,3,67,FREESTYLE,25.0,27.625,11,False
2016-09-15 18:15:00,7,4,68,FREESTYLE,25.0,27.625,11,False
2016-09-15 18:15:00,,,69,REST,0.0,66.602,0,False
2016-09-15 18:15:00,8,1,71,FREESTYLE,25.0,34.25,12,False
2016-09-15 18:15:00,8,2,72,FREESTYLE,25.0,28.25,10,False
2016-09-15 18:15:00,8,3,73,BREASTSTROKE,25.0,37.125,17,False
2016-09-15 18:15:00,8,4,74,BREASTSTROKE,25.0,34.437,15,False
2016-09-19 18:37:00,1,1,1,FREESTYLE,25.0,29.437,10,False
2016-09-19 18:37:00,1,2,2,FREESTYLE,25.0,31.62,10,False
2016-09-19 18:37:00,1,3,3,BREASTSTROKE,25.0,10.437,4,True
2016-09-19 18:37:00,1,4,4,BREASTSTROKE,25.0,24.62,10,True
2016-09-19 18:37:00,1,5,5,BREASTSTROKE,25.0,34.25,16,False
2016-09-19 18:37:00,1,6,6,FREESTYLE,25.0,40.375,13,False
2016-09-19 18:37:00,1,7,7,FREESTYLE,25.0,34.187,11,False
2016-09-19 18:37:00,1,8,8,BREASTSTROKE,25.0,24.562,11,False
2016-09-19 18:37:00,1,9,9,BREASTSTROKE,25.0,32.75,14,False
2016-09-19 18:37:00,,,10,REST,0.0,64.688,0,False
2016-09-19 18:37:00,2,1,12,FREESTYLE,25.0,28.625,12,False
2016-09-19 18:37:00,2,2,13,FREESTYLE,25.0,25.687,10,False
2016-09-19 18:37:00,2,3,14,FREESTYLE,25.0,24.75,9,False
2016-09-19 18:37:00,2,4,15,FREESTYLE,25.0,27.125,10,False
2016-09-19 18:37:00,2,5,16,FREESTYLE,25.0,26.312,10,False
2016-09-19 18:37:00,2,6,17,FREESTYLE,25.0,26.25,10,False
2016-09-19 18:37:00,2,7,18,FREESTYLE,25.0,25.875,10,False
2016-09-19 18:37:00,2,8,19,FREESTYLE,25.0,27.75,10,False
2016-09-19 18:37:00,,,20,REST,0.0,70.93,0,False
2016-09-19 18:37:00,3,1,22,FREESTYLE,25.0,25.5,11,False
2016-09-19 18:37:00,3,2,23,FREESTYLE,25.0,22.187,9,False
2016-09-19 18:37:00,,,24,REST,0.0,60.297,0,False
2016-09-19 18:37:00,4,1,26,FREESTYLE,25.0,24.375,9,False
2016-09-19 18:37:00,4,2,27,FREESTYLE,25.0,25.625,10,False
2016-09-19 18:37:00,,,28,REST,0.0,118.328,0,False
2016-09-19 18:37:00,5,1,30,FREESTYLE,25.0,30.937,11,False
2016-09-19 18:37:00,5,2,31,FREESTYLE,25.0,30.937,11,False
2016-09-19 18:37:00,5,3,32,FREESTYLE,25.0,30.5,10,False
2016-09-19 18:37:00,5,4,33,FREESTYLE,25.0,30.875,10,False
2016-09-19 18:37:00,5,5,34,FREESTYLE,25.0,32.436,11,False
2016-09-19 18:37:00,5,6,35,FREESTYLE,25.0,31.562,11,False
2016-09-19 18:37:00,5,7,36,FREESTYLE,25.0,33.625,13,False
2016-09-19 18:37:00,5,8,37,FREESTYLE,25.0,28.437,10,False
2016-09-19 18:37:00,5,9,38,FREESTYLE,25.0,25.562,11,False
2016-09-19 18:37:00,5,10,39,FREESTYLE,25.0,28.5,10,False
2016-09-19 18:37:00,5,11,40,FREESTYLE,25.0,37.437,14,False
2016-09-19 18:37:00,5,12,41,FREESTYLE,25.0,31.62,11,False
2016-09-19 18:37:00,5,13,42,FREESTYLE,25.0,33.812,12,False
2016-09-19 18:37:00,5,14,43,FREESTYLE,25.0,33.25,11,False
2016-09-19 18:37:00,5,15,44,FREESTYLE,25.0,38.312,14,False
2016-09-19 18:37:00,5,16,45,FREESTYLE,25.0,16.812,6,True
2016-09-19 18:37:00,5,17,46,FREESTYLE,25.0,69.5,26,True
2016-09-19 18:37:00,5,18,47,FREESTYLE,25.0,35.0,12,False
2016-09-19 18:37:00,5,19,48,FREESTYLE,25.0,36.25,12,False
2016-09-19 18:37:00,5,20,49,FREESTYLE,25.0,34.187,12,False
2016-09-19 18:37:00,5,21,50,FREESTYLE,25.0,30.562,10,False
2016-09-19 18:37:00,,,51,REST,0.0,156.336,0,False
2016-09-19 18:37:00,6,1,53,FREESTYLE,25.0,31.75,17,False
2016-09-19 18:37:00,6,2,54,BREASTSTROKE,25.0,36.687,17,False
2016-09-19 18:37:00,6,3,55,BREASTSTROKE,25.0,35.687,18,False
