id,datetime,interval,order_in_interval,order_in_session,style,distance,time,strokes,prev_rest,after_rest
854,2017-07-28 20:24:00,3.0,2,7,FREESTYLE,100,133.874,46,0.0,0.0
855,2017-07-28 20:24:00,3.0,3,8,BREASTSTROKE,100,132.187,61,0.0,0.0
856,2017-07-28 20:24:00,3.0,4,9,FREESTYLE,100,133.061,44,0.0,0.0
857,2017-07-28 20:24:00,3.0,5,10,BREASTSTROKE,100,132.998,61,0.0,0.0
858,2017-07-28 20:24:00,3.0,6,11,FREESTYLE,100,126.124,42,0.0,46.844
859,2017-07-28 20:24:00,4.0,1,12,DRILL,100,187.352,0,46.844,37.86
860,2017-07-28 20:24:00,5.0,1,13,FREESTYLE,100,99.432,39,37.86,50.93
861,2017-07-28 20:24:00,6.0,1,14,BREASTSTROKE,100,132.686,63,50.93,1000.0
862,2017-07-30 12:58:00,1.0,1,1,BREASTSTROKE,50,72.0,29,1000.0,0.0
863,2017-07-30 12:58:00,1.0,2,2,FREESTYLE,50,66.437,20,0.0,0.0
864,2017-07-30 12:58:00,1.0,3,3,BREASTSTROKE,75,69.124,27,0.0,34.484
865,2017-07-30 12:58:00,2.0,1,4,DRILL,100,186.052,0,34.484,17.08
866,2017-07-30 12:58:00,3.0,1,5,FREESTYLE,100,114.562,38,17.08,0.0
867,2017-07-30 12:58:00,3.0,2,6,BREASTSTROKE,100,123.061,60,0.0,0.0
868,2017-07-30 12:58:00,3.0,3,7,FREESTYLE,100,113.811,41,0.0,0.0
869,2017-07-30 12:58:00,3.0,4,8,BREASTSTROKE,100,125.999,61,0.0,86.477
870,2017-07-30 12:58:00,4.0,1,9,DRILL,100,171.108,0,86.477,132.328
871,2017-07-30 12:58:00,5.0,1,10,FREESTYLE,100,95.436,42,132.328,109.938
872,2017-07-30 12:58:00,6.0,1,11,DRILL,100,172.96,0,109.938,25.727
873,2017-07-30 12:58:00,7.0,1,12,BREASTSTROKE,50,74.874,31,25.727,1000.0
874,2017-08-01 20:14:00,1.0,1,1,BREASTSTROKE,50,75.687,30,1000.0,0.0
875,2017-08-01 20:14:00,1.0,2,2,FREESTYLE,50,62.998,20,0.0,0.0
876,2017-08-01 20:14:00,1.0,3,3,BREASTSTROKE,50,59.812,26,0.0,0.0
877,2017-08-01 20:14:00,1.0,4,4,FREESTYLE,50,64.937,20,0.0,13.258
878,2017-08-01 20:14:00,2.0,1,5,DRILL,100,162.508,0,13.258,35.492
879,2017-08-01 20:14:00,3.0,1,6,FREESTYLE,50,56.312,17,35.492,77.898
880,2017-08-01 20:14:00,4.0,1,7,FREESTYLE,100,92.687,36,77.898,43.344
881,2017-08-01 20:14:00,5.0,1,8,BREASTSTROKE,50,69.437,29,43.344,16.625
882,2017-08-01 20:14:00,6.0,1,9,DRILL,100,167.592,0,16.625,58.219
883,2017-08-01 20:14:00,7.0,1,10,FREESTYLE,500,631.105,210,58.219,53.344
884,2017-08-01 20:14:00,8.0,1,11,DRILL,100,172.864,0,53.344,21.383
885,2017-08-01 20:14:00,9.0,1,12,BREASTSTROKE,50,71.748,30,21.383,1000.0
886,2017-08-03 20:42:00,1.0,1,1,BREASTSTROKE,50,72.562,29,1000.0,0.0
887,2017-08-03 20:42:00,1.0,2,2,FREESTYLE,50,69.625,21,0.0,0.0
888,2017-08-03 20:42:00,1.0,3,3,BREASTSTROKE,50,64.374,28,0.0,0.0
889,2017-08-03 20:42:00,1.0,4,4,FREESTYLE,50,64.312,20,0.0,12.266
890,2017-08-03 20:42:00,2.0,1,5,DRILL,100,182.052,0,12.266,13.57
891,2017-08-03 20:42:00,3.0,1,6,FREESTYLE,525,687.929,229,13.57,56.539
892,2017-08-03 20:42:00,4.0,1,7,DRILL,100,181.912,0,56.539,22.336
893,2017-08-03 20:42:00,5.0,1,8,BREASTSTROKE,100,158.937,61,22.336,1000.0
894,2017-08-06 12:42:00,1.0,1,1,BREASTSTROKE,50,71.562,26,1000.0,0.0
895,2017-08-06 12:42:00,1.0,2,2,FREESTYLE,50,67.312,22,0.0,0.0
896,2017-08-06 12:42:00,1.0,3,3,BREASTSTROKE,50,70.187,30,0.0,0.0
897,2017-08-06 12:42:00,1.0,4,4,FREESTYLE,50,56.375,18,0.0,6.86
898,2017-08-06 12:42:00,2.0,1,5,DRILL,100,159.78,0,6.86,7.94
899,2017-08-06 12:42:00,3.0,1,6,FREESTYLE,500,620.547,197,7.94,10.703
900,2017-08-06 12:42:00,4.0,1,7,DRILL,100,165.74,0,10.703,37.508
901,2017-08-06 12:42:00,5.0,1,8,BREASTSTROKE,100,146.436,59,37.508,0.547
902,2017-09-11 09:37:00,1.0,1,9,FREESTYLE,100,109.854,37,52.547,14.383
903,2017-09-11 09:37:00,2.0,1,10,BREASTSTROKE,100,134.624,57,14.383,46.461
904,2017-09-11 09:37:00,3.0,1,11,DRILL,100,179.188,0,46.461,33.75
905,2017-09-11 09:37:00,4.0,1,12,FREESTYLE,100,115.623,43,33.75,3.359
906,2017-09-11 09:37:00,5.0,1,13,BREASTSTROKE,100,133.312,60,3.359,34.695
907,2017-09-11 09:37:00,6.0,1,14,DRILL,100,175.492,0,34.695,16.08
908,2017-09-11 09:37:00,7.0,1,15,BREASTSTROKE,50,67.499,31,16.08,0.0
909,2017-09-11 09:37:00,7.0,2,16,FREESTYLE,100,124.109,44,0.0,0.0
910,2017-09-11 09:37:00,7.0,3,17,BREASTSTROKE,50,70.812,33,0.0,1000.0
911,2017-09-13 07:09:00,1.0,1,1,BREASTSTROKE,50,67.437,30,1000.0,0.0
912,2017-09-13 07:09:00,1.0,2,2,FREESTYLE,50,60.437,20,0.0,0.0
913,2017-09-13 07:09:00,1.0,3,3,BREASTSTROKE,50,61.624,27,0.0,0.0
914,2017-09-13 07:09:00,1.0,4,4,FREESTYLE,50,59.812,20,0.0,22.727
915,2017-09-13 07:09:00,2.0,1,5,DRILL,100,171.5,0,22.727,54.188
916,2017-09-13 07:09:00,3.0,1,6,FREESTYLE,100,106.312,37,54.188,42.609
917,2017-09-13 07:09:00,4.0,1,7,BREASTSTROKE,125,122.124,59,42.609,51.0
918,2017-09-13 07:09:00,5.0,1,8,DRILL,100,169.396,0,51.0,4.352
919,2017-09-13 07:09:00,6.0,1,9,BREASTSTROKE,50,65.624,32,66.165,0.0
920,2017-09-13 07:09:00,6.0,2,10,FREESTYLE,75,119.437,41,0.0,0.0
921,2017-09-13 07:09:00,6.0,3,11,BREASTSTROKE,50,69.562,31,0.0,1000.0
922,2017-09-15 07:21:00,1.0,1,1,BREASTSTROKE,50,66.187,29,1000.0,0.0
923,2017-09-15 07:21:00,1.0,2,2,FREESTYLE,50,67.248,22,0.0,0.0
924,2017-09-15 07:21:00,1.0,3,3,BREASTSTROKE,50,67.245,30,0.0,0.0
925,2017-09-15 07:21:00,1.0,4,4,FREESTYLE,50,55.124,17,0.0,23.484
926,2017-09-15 07:21:00,2.0,1,5,DRILL,100,173.116,0,23.484,36.945
927,2017-09-15 07:21:00,3.0,1,6,FREESTYLE,100,96.374,39,36.945,39.555
928,2017-09-15 07:21:00,4.0,1,7,BREASTSTROKE,100,140.994,65,39.555,40.383
929,2017-09-15 07:21:00,5.0,1,8,BACKSTROKE,100,140.374,57,40.383,15.172
930,2017-09-15 07:21:00,6.0,1,9,DRILL,100,173.156,0,15.172,28.406
931,2017-09-15 07:21:00,7.0,1,10,FREESTYLE,50,59.187,20,28.406,0.0
932,2017-09-15 07:21:00,7.0,2,11,BREASTSTROKE,50,73.374,32,0.0,1000.0
933,2017-09-17 09:11:00,1.0,1,1,BREASTSTROKE,50,70.5,27,1000.0,0.0
934,2017-09-17 09:11:00,1.0,2,2,FREESTYLE,50,58.937,19,0.0,0.0
935,2017-09-17 09:11:00,1.0,3,3,BREASTSTROKE,50,66.812,27,0.0,0.0
936,2017-09-17 09:11:00,1.0,4,4,FREESTYLE,50,62.998,20,0.0,47.63
937,2017-09-17 09:11:00,2.0,1,5,DRILL,100,165.984,0,47.63,30.828
938,2017-09-17 09:11:00,3.0,1,6,BREASTSTROKE,100,129.062,56,30.828,21.102
939,2017-09-17 09:11:00,4.0,1,7,FREESTYLE,200,221.307,76,21.102,69.93
940,2017-09-17 09:11:00,5.0,1,8,BACKSTROKE,100,137.422,52,69.93,37.719
941,2017-09-17 09:11:00,6.0,1,9,DRILL,100,157.06,0,37.719,63.313
942,2017-09-17 09:11:00,7.0,1,10,BREASTSTROKE,50,70.62,30,63.313,0.0
943,2017-09-17 09:11:00,7.0,2,11,FREESTYLE,100,122.499,40,0.0,0.0
944,2017-09-17 09:11:00,7.0,3,12,BREASTSTROKE,50,71.937,31,0.0,1000.0
945,2017-09-20 07:18:00,1.0,1,1,BREASTSTROKE,50,65.5,31,1000.0,0.0
946,2017-09-20 07:18:00,1.0,2,2,FREESTYLE,50,63.182,22,0.0,0.0
947,2017-09-20 07:18:00,1.0,3,3,BREASTSTROKE,50,69.937,30,0.0,0.0
948,2017-09-20 07:18:00,1.0,4,4,FREESTYLE,50,54.5,18,0.0,53.602
949,2017-09-20 07:18:00,2.0,1,5,DRILL,100,172.428,0,53.602,28.945
950,2017-09-20 07:18:00,3.0,1,6,FREESTYLE,100,109.062,38,28.945,0.0
951,2017-09-20 07:18:00,3.0,2,7,BREASTSTROKE,100,136.562,62,0.0,0.0
952,2017-09-20 07:18:00,3.0,3,8,BACKSTROKE,100,137.623,53,0.0,0.0
953,2017-09-20 07:18:00,3.0,4,9,BREASTSTROKE,100,141.807,63,0.0,0.0
954,2017-09-20 07:18:00,3.0,5,10,FREESTYLE,100,116.999,38,0.0,24.55
955,2017-09-20 07:18:00,4.0,1,11,DRILL,100,171.852,0,24.55,17.836
956,2017-09-20 07:18:00,5.0,1,12,BREASTSTROKE,50,70.749,32,17.836,0.0
957,2017-09-20 07:18:00,5.0,2,13,FREESTYLE,25,30.187,10,0.0,0.0
958,2017-09-20 07:18:00,5.0,3,14,BREASTSTROKE,25,38.687,14,0.0,1000.0
959,2017-09-22 07:23:00,1.0,1,1,BREASTSTROKE,50,69.312,28,1000.0,0.0
960,2017-09-22 07:23:00,1.0,2,2,FREESTYLE,50,58.312,21,0.0,0.0
961,2017-09-22 07:23:00,1.0,3,3,BREASTSTROKE,50,72.249,31,0.0,0.0
962,2017-09-22 07:23:00,1.0,4,4,FREESTYLE,50,53.5,16,0.0,61.453
963,2017-09-22 07:23:00,2.0,1,5,DRILL,100,162.6,0,61.453,38.961
964,2017-09-22 07:23:00,3.0,1,6,FREESTYLE,100,114.118,37,38.961,0.0
965,2017-09-22 07:23:00,3.0,2,7,BREASTSTROKE,100,128.311,57,0.0,0.0
966,2017-09-22 07:23:00,3.0,3,8,BACKSTROKE,100,145.624,54,0.0,0.0
967,2017-09-22 07:23:00,3.0,4,9,BREASTSTROKE,100,135.373,62,0.0,0.0
968,2017-09-22 07:23:00,3.0,5,10,FREESTYLE,100,118.249,42,0.0,63.664
969,2017-09-22 07:23:00,4.0,1,11,DRILL,100,162.96,0,63.664,32.226
970,2017-09-22 07:23:00,5.0,1,12,BREASTSTROKE,50,69.807,28,32.226,0.0
971,2017-09-22 07:23:00,5.0,2,13,FREESTYLE,50,65.0,20,0.0,1000.0
972,2017-09-27 07:22:00,1.0,1,1,BREASTSTROKE,50,64.373,27,1000.0,0.0
973,2017-09-27 07:22:00,1.0,2,2,FREESTYLE,50,57.625,18,0.0,0.0
974,2017-09-27 07:22:00,1.0,3,3,BREASTSTROKE,50,69.5,30,0.0,0.0
975,2017-09-27 07:22:00,1.0,4,4,FREESTYLE,50,54.312,18,0.0,5.578
976,2017-09-27 07:22:00,2.0,1,5,DRILL,100,168.552,0,5.578,18.758
977,2017-09-27 07:22:00,3.0,1,6,FREESTYLE,100,120.436,45,18.758,0.0
978,2017-09-27 07:22:00,3.0,2,7,BREASTSTROKE,100,123.744,60,0.0,0.0
979,2017-09-27 07:22:00,3.0,3,8,BACKSTROKE,100,145.307,53,0.0,0.0
980,2017-09-27 07:22:00,3.0,4,9,BREASTSTROKE,100,135.994,60,0.0,0.0
981,2017-09-27 07:22:00,3.0,5,10,FREESTYLE,100,126.749,43,0.0,34.23
982,2017-09-27 07:22:00,4.0,1,11,DRILL,100,178.188,0,34.23,12.563
983,2017-09-27 07:22:00,5.0,1,12,BREASTSTROKE,50,72.687,31,12.563,0.0
984,2017-09-27 07:22:00,5.0,2,13,FREESTYLE,50,65.25,21,0.0,1000.0
985,2017-09-28 07:28:00,1.0,1,1,BREASTSTROKE,100,135.81,60,1000.0,0.0
986,2017-09-28 07:28:00,1.0,2,2,FREESTYLE,100,121.744,39,0.0,43.68
987,2017-09-28 07:28:00,2.0,1,3,DRILL,100,168.748,0,43.68,19.0
988,2017-09-28 07:28:00,3.0,1,4,FREESTYLE,200,221.68,82,19.0,34.156
989,2017-09-28 07:28:00,4.0,1,5,BREASTSTROKE,100,133.31,59,34.156,6.984
990,2017-09-28 07:28:00,5.0,1,6,DRILL,100,171.092,0,6.984,7.469
991,2017-09-28 07:28:00,6.0,1,7,BREASTSTROKE,25,32.75,14,7.469,0.0
992,2017-09-28 07:28:00,6.0,2,8,FREESTYLE,50,60.5,20,0.0,0.0
993,2017-09-28 07:28:00,6.0,3,9,BREASTSTROKE,25,36.312,14,0.0,1000.0
994,2017-10-02 07:24:00,1.0,1,1,BREASTSTROKE,100,140.56,59,1000.0,0.0
995,2017-10-02 07:24:00,1.0,2,2,FREESTYLE,100,111.87,36,0.0,29.195
996,2017-10-02 07:24:00,2.0,1,3,DRILL,100,162.288,0,29.195,18.961
997,2017-10-02 07:24:00,3.0,1,4,FREESTYLE,100,113.937,40,18.961,0.0
998,2017-10-02 07:24:00,3.0,2,5,BREASTSTROKE,100,126.557,59,0.0,0.0
999,2017-10-02 07:24:00,3.0,3,6,FREESTYLE,100,119.561,43,0.0,0.0
1000,2017-10-02 07:24:00,3.0,4,7,BREASTSTROKE,100,135.25,60,0.0,27.32
1001,2017-10-02 07:24:00,4.0,1,8,DRILL,100,167.356,0,27.32,29.828
1002,2017-10-02 07:24:00,5.0,1,9,FREESTYLE,100,120.436,40,29.828,0.0
1003,2017-10-02 07:24:00,5.0,2,10,BREASTSTROKE,100,144.561,64,0.0,1000.0
1004,2017-10-05 07:20:00,1.0,1,1,BREASTSTROKE,50,67.057,27,1000.0,0.0
1005,2017-10-05 07:20:00,1.0,2,2,FREESTYLE,50,57.125,20,0.0,0.0
1006,2017-10-05 07:20:00,1.0,3,3,BREASTSTROKE,50,70.5,30,0.0,0.0
1007,2017-10-05 07:20:00,1.0,4,4,FREESTYLE,50,54.375,17,0.0,25.445
1008,2017-10-05 07:20:00,2.0,1,5,DRILL,100,158.976,0,25.445,51.461
1009,2017-10-05 07:20:00,3.0,1,6,FREESTYLE,100,109.999,37,51.461,0.0
1010,2017-10-05 07:20:00,3.0,2,7,BREASTSTROKE,100,133.686,58,0.0,0.0
1011,2017-10-05 07:20:00,3.0,3,8,BACKSTROKE,100,147.687,50,0.0,0.0
1012,2017-10-05 07:20:00,3.0,4,9,BREASTSTROKE,100,130.744,61,0.0,0.0
1013,2017-10-05 07:20:00,3.0,5,10,FREESTYLE,100,116.498,40,0.0,75.336
1014,2017-10-05 07:20:00,4.0,1,11,DRILL,100,170.148,0,75.336,39.289
1015,2017-10-05 07:20:00,5.0,1,12,FREESTYLE,50,66.687,21,39.289,0.0
1016,2017-10-05 07:20:00,5.0,2,13,BREASTSTROKE,50,64.124,25,0.0,1000.0
1017,2017-10-07 09:41:00,1.0,1,1,BREASTSTROKE,50,68.874,27,1000.0,0.0
1018,2017-10-07 09:41:00,1.0,2,2,FREESTYLE,50,61.624,20,0.0,0.0
1019,2017-10-07 09:41:00,1.0,3,3,BREASTSTROKE,50,67.749,29,0.0,0.0
1020,2017-10-07 09:41:00,1.0,4,4,FREESTYLE,50,66.995,21,0.0,31.477
1021,2017-10-07 09:41:00,2.0,1,5,DRILL,100,154.68,0,31.477,34.445
1022,2017-10-07 09:41:00,3.0,1,6,FREESTYLE,100,120.374,41,34.445,0.0
1023,2017-10-07 09:41:00,3.0,2,7,BREASTSTROKE,100,127.124,55,0.0,0.0
1024,2017-10-07 09:41:00,3.0,3,8,BACKSTROKE,50,66.249,19,0.0,0.0
1025,2017-10-07 09:41:00,3.0,4,9,BREASTSTROKE,25,35.437,10,0.0,0.0
1026,2017-10-07 09:41:00,3.0,5,10,BACKSTROKE,25,50.5,16,0.0,0.0
1027,2017-10-07 09:41:00,3.0,6,11,BREASTSTROKE,100,136.935,61,0.0,0.0
1028,2017-10-07 09:41:00,3.0,7,12,FREESTYLE,100,121.369,40,0.0,68.391
1029,2017-10-07 09:41:00,4.0,1,13,DRILL,100,151.74,0,68.391,22.445
1030,2017-10-07 09:41:00,5.0,1,14,FREESTYLE,50,59.0,19,22.445,0.0
1031,2017-10-07 09:41:00,5.0,2,15,BREASTSTROKE,50,72.25,30,0.0,1000.0
1032,2017-10-08 17:15:00,1.0,1,1,BREASTSTROKE,50,75.0,31,1000.0,0.0
1033,2017-10-08 17:15:00,1.0,2,2,FREESTYLE,50,55.062,17,0.0,0.0
1034,2017-10-08 17:15:00,1.0,3,3,BREASTSTROKE,50,68.625,29,0.0,0.0
1035,2017-10-08 17:15:00,1.0,4,4,FREESTYLE,50,61.187,20,0.0,40.484
1036,2017-10-08 17:15:00,2.0,1,5,DRILL,100,149.968,0,40.484,49.406
1037,2017-10-08 17:15:00,3.0,1,6,FREESTYLE,100,110.182,39,49.406,0.0
1038,2017-10-08 17:15:00,3.0,2,7,BREASTSTROKE,100,130.874,61,0.0,0.0
1039,2017-10-08 17:15:00,3.0,3,8,BACKSTROKE,75,109.25,37,0.0,0.0
1040,2017-10-08 17:15:00,3.0,4,9,BREASTSTROKE,125,172.124,74,0.0,0.0
1041,2017-10-08 17:15:00,3.0,5,10,FREESTYLE,100,108.307,39,0.0,61.711
1042,2017-10-08 17:15:00,4.0,1,11,DRILL,100,158.52,0,61.711,59.539
1043,2017-10-08 17:15:00,5.0,1,12,FREESTYLE,400,463.483,170,59.539,59.828
1044,2017-10-08 17:15:00,6.0,1,13,BREASTSTROKE,200,299.811,128,59.828,1000.0
1045,2017-10-11 07:48:00,1.0,1,1,BREASTSTROKE,50,69.374,29,1000.0,0.0
1046,2017-10-11 07:48:00,1.0,2,2,FREESTYLE,50,60.062,20,0.0,0.0
1047,2017-10-11 07:48:00,1.0,3,3,BREASTSTROKE,50,70.499,28,0.0,0.0
1048,2017-10-11 07:48:00,1.0,4,4,FREESTYLE,50,60.312,20,0.0,41.68
1049,2017-10-11 07:48:00,2.0,1,5,DRILL,100,168.796,0,41.68,46.78
1050,2017-10-11 07:48:00,3.0,1,6,FREESTYLE,100,116.745,38,46.78,0.0
1051,2017-10-11 07:48:00,3.0,2,7,BREASTSTROKE,300,421.874,171,0.0,0.0
1052,2017-10-11 07:48:00,3.0,3,8,FREESTYLE,100,120.682,40,0.0,70.68
1053,2017-10-11 07:48:00,4.0,1,9,DRILL,100,172.7,0,70.68,15.672
1054,2017-10-11 07:48:00,5.0,1,10,BREASTSTROKE,25,30.312,14,15.672,0.0
1055,2017-10-11 07:48:00,5.0,2,11,FREESTYLE,50,64.057,21,0.0,0.0
1056,2017-10-11 07:48:00,5.0,3,12,BREASTSTROKE,25,37.75,15,0.0,1000.0
1057,2017-10-12 17:11:00,1.0,1,1,BREASTSTROKE,100,141.185,60,1000.0,0.0
1058,2017-10-12 17:11:00,1.0,2,2,FREESTYLE,100,114.937,38,0.0,61.55
1059,2017-10-12 17:11:00,2.0,1,3,DRILL,100,162.944,0,61.55,106.992
1060,2017-10-12 17:11:00,3.0,1,4,FREESTYLE,100,91.061,40,106.992,22.914
1061,2017-10-12 17:11:00,4.0,1,5,BREASTSTROKE,100,142.057,62,22.914,63.57
1062,2017-10-12 17:11:00,5.0,1,6,DRILL,100,164.968,0,63.57,48.469
1063,2017-10-12 17:11:00,6.0,1,7,FREESTYLE,100,121.625,42,48.469,0.0
1064,2017-10-12 17:11:00,6.0,2,8,BREASTSTROKE,125,178.374,76,0.0,0.0
1065,2017-10-12 17:11:00,6.0,3,9,BACKSTROKE,75,120.37,40,0.0,0.0
1066,2017-10-12 17:11:00,6.0,4,10,BREASTSTROKE,100,141.927,64,0.0,0.0
1067,2017-10-12 17:11:00,6.0,5,11,FREESTYLE,100,122.686,42,0.0,19.406
1068,2017-10-12 17:11:00,7.0,1,12,DRILL,100,164.64,0,19.406,63.984
1069,2017-10-12 17:11:00,8.0,1,13,FREESTYLE,100,97.186,39,63.984,40.109
1070,2017-10-12 17:11:00,9.0,1,14,BREASTSTROKE,50,74.687,35,40.109,0.0
1071,2017-10-12 17:11:00,9.0,2,15,FREESTYLE,100,123.937,41,0.0,0.0
1072,2017-10-12 17:11:00,9.0,3,16,BREASTSTROKE,50,76.062,32,0.0,1000.0
1073,2017-10-15 17:06:00,1.0,1,1,BREASTSTROKE,50,76.312,33,1000.0,0.0
1074,2017-10-15 17:06:00,1.0,2,2,FREESTYLE,50,68.437,23,0.0,0.0
1075,2017-10-15 17:06:00,1.0,3,3,BREASTSTROKE,50,63.0,28,0.0,0.0
1076,2017-10-15 17:06:00,1.0,4,4,FREESTYLE,50,61.312,20,0.0,51.609
1077,2017-10-15 17:06:00,2.0,1,5,DRILL,100,166.312,0,51.609,69.438
1078,2017-10-15 17:06:00,3.0,1,6,FREESTYLE,100,90.499,39,69.438,72.453
1079,2017-10-15 17:06:00,4.0,1,7,BREASTSTROKE,100,138.667,62,72.453,45.867
1080,2017-10-15 17:06:00,5.0,1,8,FREESTYLE,200,241.81,80,45.867,0.0
1081,2017-10-15 17:06:00,5.0,2,9,BREASTSTROKE,100,131.062,63,0.0,0.0
1082,2017-10-15 17:06:00,5.0,3,10,BACKSTROKE,100,130.936,47,0.0,0.0
1083,2017-10-15 17:06:00,5.0,4,11,BREASTSTROKE,100,146.042,68,0.0,0.0
1084,2017-10-15 17:06:00,5.0,5,12,FREESTYLE,200,241.867,86,0.0,69.984
1085,2017-10-15 17:06:00,6.0,1,13,DRILL,100,165.476,0,69.984,32.86
1086,2017-10-15 17:06:00,7.0,1,14,FREESTYLE,50,57.375,19,32.86,0.0
1087,2017-10-15 17:06:00,7.0,2,15,BREASTSTROKE,50,63.498,30,0.0,0.0
1088,2017-10-15 17:06:00,7.0,3,16,FREESTYLE,50,72.437,24,0.0,0.0
1089,2017-10-15 17:06:00,7.0,4,17,BREASTSTROKE,50,70.062,30,0.0,1000.0
1090,2017-10-18 07:20:00,1.0,1,1,BREASTSTROKE,50,71.432,31,1000.0,0.0
1091,2017-10-18 07:20:00,1.0,2,2,FREESTYLE,50,66.936,23,0.0,0.0
1092,2017-10-18 07:20:00,1.0,3,3,BREASTSTROKE,50,52.998,26,0.0,0.0
1093,2017-10-18 07:20:00,1.0,4,4,FREESTYLE,50,63.245,21,0.0,46.82
1094,2017-10-18 07:20:00,2.0,1,5,DRILL,100,169.1,0,46.82,63.836
1095,2017-10-18 07:20:00,3.0,1,6,FREESTYLE,50,57.812,19,63.836,0.0
1096,2017-10-18 07:20:00,3.0,2,7,BREASTSTROKE,50,72.437,31,0.0,1000.0
1097,2017-10-21 15:38:00,1.0,1,1,BREASTSTROKE,50,78.432,34,1000.0,0.0
1098,2017-10-21 15:38:00,1.0,2,2,FREESTYLE,50,58.187,17,0.0,0.0
1099,2017-10-21 15:38:00,1.0,3,3,BREASTSTROKE,50,71.874,30,0.0,0.0
1100,2017-10-21 15:38:00,1.0,4,4,FREESTYLE,50,56.812,19,0.0,41.242
1101,2017-10-21 15:38:00,2.0,1,5,DRILL,100,171.452,0,41.242,132.859
1102,2017-10-21 15:38:00,3.0,1,6,FREESTYLE,100,89.748,41,132.859,34.773
1103,2017-10-21 15:38:00,4.0,1,7,BREASTSTROKE,100,148.248,66,34.773,122.867
1104,2017-10-21 15:38:00,5.0,1,8,FREESTYLE,200,249.97,83,122.867,0.0
1105,2017-10-21 15:38:00,5.0,2,9,BREASTSTROKE,100,144.373,66,0.0,0.0
1106,2017-10-21 15:38:00,5.0,3,10,BACKSTROKE,25,40.875,13,0.0,0.0
1107,2017-10-21 15:38:00,5.0,4,11,BREASTSTROKE,175,256.493,103,0.0,0.0
1108,2017-10-21 15:38:00,5.0,5,12,FREESTYLE,200,257.243,90,0.0,80.516
1109,2017-10-21 15:38:00,6.0,1,13,DRILL,100,176.788,0,80.516,48.336
1110,2017-10-21 15:38:00,7.0,1,14,BREASTSTROKE,50,65.187,29,48.336,0.0
1111,2017-10-21 15:38:00,7.0,2,15,FREESTYLE,100,130.123,46,0.0,0.0
1112,2017-10-21 15:38:00,7.0,3,16,BREASTSTROKE,50,68.937,30,0.0,1000.0
1113,2017-10-23 07:21:00,1.0,1,1,BREASTSTROKE,50,64.999,28,1000.0,0.0
1114,2017-10-23 07:21:00,1.0,2,2,FREESTYLE,50,63.806,21,0.0,0.0
1115,2017-10-23 07:21:00,1.0,3,3,BREASTSTROKE,50,76.375,36,0.0,0.0
1116,2017-10-23 07:21:00,1.0,4,4,FREESTYLE,50,49.249,18,0.0,43.883
1117,2017-10-23 07:21:00,2.0,1,5,DRILL,100,172.444,0,43.883,52.242
1118,2017-10-23 07:21:00,3.0,1,6,FREESTYLE,75,119.307,44,52.242,11.375
1119,2017-10-23 07:21:00,4.0,1,7,FREESTYLE,50,57.937,23,11.375,0.0
1120,2017-10-23 07:21:00,4.0,2,8,BREASTSTROKE,100,129.0,62,0.0,0.0
1121,2017-10-23 07:21:00,4.0,3,9,FREESTYLE,100,120.375,45,0.0,0.0
1122,2017-10-23 07:21:00,4.0,4,10,BREASTSTROKE,100,137.187,64,0.0,0.0
1123,2017-10-23 07:21:00,4.0,5,11,FREESTYLE,50,68.186,23,0.0,40.43
1124,2017-10-23 07:21:00,5.0,1,12,BREASTSTROKE,50,72.75,33,40.43,0.0
1125,2017-10-23 07:21:00,5.0,2,13,FREESTYLE,100,125.249,43,0.0,0.0
1126,2017-10-23 07:21:00,5.0,3,14,BREASTSTROKE,50,78.812,32,0.0,1000.0
1127,2017-10-25 07:19:00,1.0,1,1,BREASTSTROKE,50,69.937,29,1000.0,0.0
1128,2017-10-25 07:19:00,1.0,2,2,FREESTYLE,50,61.062,19,0.0,0.0
1129,2017-10-25 07:19:00,1.0,3,3,BREASTSTROKE,50,63.374,30,0.0,0.0
1130,2017-10-25 07:19:00,1.0,4,4,FREESTYLE,50,59.75,20,0.0,30.234
1131,2017-10-25 07:19:00,2.0,1,5,DRILL,100,181.232,0,30.234,55.703
1132,2017-10-25 07:19:00,3.0,1,6,FREESTYLE,100,110.937,37,55.703,0.0
1133,2017-10-25 07:19:00,3.0,2,7,BREASTSTROKE,100,122.624,60,0.0,0.0
1134,2017-10-25 07:19:00,3.0,3,8,BACKSTROKE,50,78.187,27,0.0,0.0
1135,2017-10-25 07:19:00,3.0,4,9,BREASTSTROKE,150,224.373,91,0.0,0.0
1136,2017-10-25 07:19:00,3.0,5,10,FREESTYLE,100,123.998,41,0.0,49.383
1137,2017-10-25 07:19:00,4.0,1,11,DRILL,100,179.912,0,49.383,4.461
1138,2017-10-25 07:19:00,5.0,1,12,FREESTYLE,50,62.874,23,27.086,0.0
1139,2017-10-25 07:19:00,5.0,2,13,BREASTSTROKE,50,63.625,28,0.0,1000.0
1140,2017-10-27 07:26:00,1.0,1,1,BREASTSTROKE,50,73.625,31,1000.0,0.0
1141,2017-10-27 07:26:00,1.0,2,2,FREESTYLE,50,54.937,18,0.0,0.0
1142,2017-10-27 07:26:00,1.0,3,3,BREASTSTROKE,50,67.311,31,0.0,0.0
1143,2017-10-27 07:26:00,1.0,4,4,FREESTYLE,50,63.812,21,0.0,13.477
